id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'लैंगिक मसले' (Gender Issues) मुख्य रूप से किससे संबंधित हैं?|जातिगत असमानता|आर्थिक असमानता|स्त्री और पुरुष की असमान भूमिकाएँ (असमानता)|धार्मिक संघर्ष|स्त्री और पुरुष की असमान भूमिकाएँ (असमानता)|PoliticalScience_C4|30
2|समाज में पुरुषों और महिलाओं की भूमिकाएँ कौन निर्धारित करता है?|केवल जीव विज्ञान (Biology)|केवल कानून|सामाजिक अपेक्षाएँ और विभाजन (Social Expectations)|केवल धर्म|सामाजिक अपेक्षाएँ और विभाजन (Social Expectations)|PoliticalScience_C4|30
3|'सार्वजनिक और निजी' (Public and Private) विभाजन का संबंध किससे है?|लिंग (Gender)|धर्म|जाति|आर्थिक स्थिति|लिंग (Gender)|PoliticalScience_C4|30
4|महिलाओं का राजनीतिक क्षेत्र में भागीदारी कम होने का मुख्य कारण क्या है?|शिक्षा की कमी|सार्वजनिक जीवन में महिलाओं के लिए समान अवसर न होना|केवल शारीरिक कमजोरी|कानून का अभाव|सार्वजनिक जीवन में महिलाओं के लिए समान अवसर न होना|PoliticalScience_C4|30
5|भारत में 'लिंग अनुपात' (Sex Ratio) क्या है?|प्रति 1000 पुरुषों पर महिलाओं की संख्या|प्रति 1000 महिलाओं पर पुरुषों की संख्या|केवल साक्षरता दर|कुल जनसंख्या में पुरुषों का प्रतिशत|प्रति 1000 पुरुषों पर महिलाओं की संख्या|PoliticalScience_C4|30
6|भारत में किस राज्य का लिंग अनुपात सबसे कम है?|केरल|हरियाणा|तमिलनाडु|मेघालय|हरियाणा|PoliticalScience_C4|30
7|भारत में महिलाओं के लिए किस स्तर की सरकार में एक-तिहाई सीटें आरक्षित हैं?|केवल केंद्र सरकार|केवल राज्य सरकार|स्थानीय सरकारें (पंचायती राज और नगर पालिकाएँ)|केवल संसद|स्थानीय सरकारें (पंचायती राज और नगर पालिकाएँ)|PoliticalScience_C4|30
8|किस देश में राजनीतिक प्रतिनिधित्व में महिलाओं की भागीदारी भारत से अधिक है?|संयुक्त राज्य अमेरिका|स्वीडन और नॉर्वे|नेपाल|चीन|स्वीडन और नॉर्वे|PoliticalScience_C4|30
9|'नारीवाद' (Feminism) क्या है?|पुरुषों पर महिलाओं का वर्चस्व|महिलाओं को पुरुषों के समान सामाजिक, आर्थिक और राजनीतिक अधिकार और अवसर देने वाला आंदोलन|केवल महिलाओं के लिए आरक्षण|केवल महिलाओं की शिक्षा|महिलाओं को पुरुषों के समान सामाजिक, आर्थिक और राजनीतिक अधिकार और अवसर देने वाला आंदोलन|PoliticalScience_C4|30
10|'धर्मनिरपेक्ष राज्य' (Secular State) की प्रमुख विशेषता क्या है?|किसी एक धर्म को आधिकारिक धर्म घोषित करना|राज्य का कोई आधिकारिक धर्म नहीं होता|सभी नागरिकों को एक ही धर्म का पालन करना|धर्म पर पूरी तरह प्रतिबंध लगाना|राज्य का कोई आधिकारिक धर्म नहीं होता|PoliticalScience_C4|30
11|भारत का संविधान किस सिद्धांत को बढ़ावा देता है?|बहुसंख्यकवाद|सांप्रदायिकता|धर्मनिरपेक्षता|जातिवाद|धर्मनिरपेक्षता|PoliticalScience_C4|30
12|'सांप्रदायिकता' (Communalism) का क्या अर्थ है?|सभी धर्मों का सम्मान|अपने धर्म को अन्य धर्मों से श्रेष्ठ मानना और एक धर्म के हितों को बढ़ावा देना|धर्म और राजनीति को अलग रखना|केवल धार्मिक सहिष्णुता|अपने धर्म को अन्य धर्मों से श्रेष्ठ मानना और एक धर्म के हितों को बढ़ावा देना|PoliticalScience_C4|30
13|सांप्रदायिकता का सबसे खतरनाक रूप क्या है?|सांप्रदायिक हिंसा और दंगे|केवल धार्मिक समूह बनाना|पूजा-पाठ करना|राजनीतिक दल बनाना|सांप्रदायिक हिंसा और दंगे|PoliticalScience_C4|30
14|सांप्रदायिकता राजनीति में किस रूप में व्यक्त हो सकती है?|धर्म के आधार पर राजनीतिक लामबंदी|केवल धार्मिक त्योहार मनाना|सभी धर्मों का सम्मान|महिलाओं के लिए आरक्षण|धर्म के आधार पर राजनीतिक लामबंदी|PoliticalScience_C4|30
15|भारत के संविधान में 'धर्मनिरपेक्षता' सुनिश्चित करने के लिए कौन-सा प्रावधान है?|किसी एक धर्म को विशेष दर्जा देना|सभी नागरिकों को किसी भी धर्म का पालन करने की स्वतंत्रता|महिलाओं को वोट न देना|केवल पुरुषों को धार्मिक स्वतंत्रता|सभी नागरिकों को किसी भी धर्म का पालन करने की स्वतंत्रता|PoliticalScience_C4|30
16|'धर्म और राजनीति' को अलग नहीं किया जा सकता, यह विचार किसने दिया था?|बी आर अम्बेडकर|जवाहरलाल नेहरू|महात्मा गांधी|सरदार पटेल|महात्मा गांधी|PoliticalScience_C4|30
17|भारत में 'जाति व्यवस्था' (Caste System) का मुख्य आधार क्या था?|जन्म|आर्थिक स्थिति|शिक्षा|भाषा|जन्म|PoliticalScience_C4|30
18|जाति व्यवस्था का सबसे कठोर रूप क्या है?|अंतर-जातीय विवाह को बढ़ावा देना|अस्पृश्यता (Untouchability)|समान अवसर प्रदान करना|आरक्षण प्रदान करना|अस्पृश्यता (Untouchability)|PoliticalScience_C4|30
19|भारत में जाति-आधारित भेदभाव को समाप्त करने के लिए संविधान में क्या प्रावधान किया गया है?|जाति को अनिवार्य करना|अस्पृश्यता पर प्रतिबंध|केवल पुरुषों को उच्च जाति का दर्जा|आरक्षण को समाप्त करना|अस्पृश्यता पर प्रतिबंध|PoliticalScience_C4|30
20|राजनीति में जाति किस रूप में व्यक्त हो सकती है?|वोट के लिए जाति के आधार पर समर्थन जुटाना|केवल धार्मिक एकता|सभी धर्मों के बीच शांति|लैंगिक समानता|वोट के लिए जाति के आधार पर समर्थन जुटाना|PoliticalScience_C4|30
