id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'सामाजिक विविधता' (Social Diversity) का क्या अर्थ है?|केवल विभिन्न भाषाएँ बोलना|समाज में जाति, धर्म, भाषा और संस्कृति के आधार पर अंतर का होना|लोगों का एक ही गाँव में रहना|केवल आर्थिक असमानता|समाज में जाति, धर्म, भाषा और संस्कृति के आधार पर अंतर का होना|PoliticalScience_C3|30
2|लोकतंत्र में सामाजिक विविधता का क्या महत्व है?|इससे देश की एकता खतरे में पड़ती है|यह लोकतंत्र को मजबूत करता है और विभिन्न समूहों को प्रतिनिधित्व देता है|यह केवल संघर्ष पैदा करता है|यह आर्थिक विकास को रोकता है|यह लोकतंत्र को मजबूत करता है और विभिन्न समूहों को प्रतिनिधित्व देता है|PoliticalScience_C3|30
3|'सामाजिक विभाजन' (Social Division) कब होता है?|जब लोग केवल एक ही धर्म के हों|जब कुछ सामाजिक अंतर एक-दूसरे से ऊपर और बड़े हो जाते हैं|जब सभी लोग एक ही भाषा बोलते हों|जब लोग एक ही शहर में रहते हों|जब कुछ सामाजिक अंतर एक-दूसरे से ऊपर और बड़े हो जाते हैं|PoliticalScience_C3|30
4|'ओवरलैपिंग अंतर' (Overlapping Differences) क्या है?|जब विभिन्न सामाजिक अंतर एक ही समूह को प्रभावित करते हैं और उनके बीच तनाव पैदा करते हैं|जब विभिन्न सामाजिक अंतर एक-दूसरे को काटते हैं लेकिन तनाव पैदा नहीं करते|जब सभी लोग अमीर होते हैं|जब सभी लोग एक ही जाति के होते हैं|जब विभिन्न सामाजिक अंतर एक ही समूह को प्रभावित करते हैं और उनके बीच तनाव पैदा करते हैं|PoliticalScience_C3|30
5|'क्रॉस-कटिंग अंतर' (Cross-Cutting Differences) क्या है?|जब सामाजिक अंतर एक-दूसरे को काटते हैं और सामाजिक विभाजन को कम करते हैं|जब एक अंतर दूसरे अंतर से बड़ा होता है|जब दो समूह समान सामाजिक पृष्ठभूमि के होते हैं|जब एक ही क्षेत्र में दो अलग-अलग भाषाएँ बोली जाती हैं|जब सामाजिक अंतर एक-दूसरे को काटते हैं और सामाजिक विभाजन को कम करते हैं|PoliticalScience_C3|30
6|निम्न में से कौन-सा देश 'ओवरलैपिंग अंतर' का उदाहरण है?|भारत|जर्मनी|उत्तरी आयरलैंड|बेल्जियम|उत्तरी आयरलैंड|PoliticalScience_C3|30
7|उत्तरी आयरलैंड में दो प्रमुख सामाजिक समूह कौन-से थे?|डच और फ्रेंच|कैथोलिक और प्रोटेस्टेंट|तमिल और सिंहली|जर्मन और फ्रेंच|कैथोलिक और प्रोटेस्टेंट|PoliticalScience_C3|30
8|निम्न में से कौन-सा देश 'क्रॉस-कटिंग अंतर' का उदाहरण है?|उत्तरी आयरलैंड|नीदरलैंड|श्रीलंका|युगोस्लाविया|नीदरलैंड|PoliticalScience_C3|30
9|'जन्म' के आधार पर प्राप्त सामाजिक समूह क्या कहलाता है?|धर्म|जाति (Caste)|आर्थिक स्थिति|शिक्षा|जाति (Caste)|PoliticalScience_C3|30
10|'सामाजिक विभाजन' का सबसे खतरनाक रूप क्या है?|जब राजनीतिक दल सामाजिक विभाजनों को बढ़ावा दें|आर्थिक असमानता|भाषाई अंतर|धार्मिक अंतर|जब राजनीतिक दल सामाजिक विभाजनों को बढ़ावा दें|PoliticalScience_C3|30
11|लोकतंत्र में विभिन्न समूहों के राजनीतिक दावों को कैसे समायोजित (Accommodate) किया जाता है?|केवल बहुसंख्यकों की बात मानकर|संविधान के दायरे में बातचीत और आम सहमति से|सेना के हस्तक्षेप से|विभिन्न समूहों को बाहर निकालकर|संविधान के दायरे में बातचीत और आम सहमति से|PoliticalScience_C3|30
12|सामाजिक विविधता की राजनीति का परिणाम किस पर निर्भर करता है?|सामाजिक विभाजनों को राजनीतिक दल कैसे देखते हैं|केवल जनसंख्या पर|केवल आर्थिक विकास पर|विदेशी व्यापार पर|सामाजिक विभाजनों को राजनीतिक दल कैसे देखते हैं|PoliticalScience_C3|30
13|उत्तरी आयरलैंड में, कैथोलिकों का प्रतिनिधित्व करने वाली मुख्य पार्टी कौन-सी थी?|राष्ट्रवादी (Nationalists)|संघवादी (Unionists)|लेबर पार्टी|कंजरवेटिव पार्टी|राष्ट्रवादी (Nationalists)|PoliticalScience_C3|30
14|उत्तरी आयरलैंड में, प्रोटेस्टेंटों का प्रतिनिधित्व करने वाली मुख्य पार्टी कौन-सी थी?|राष्ट्रवादी|संघवादी|ग्रीन पार्टी|रिपब्लिकन पार्टी|संघवादी|PoliticalScience_C3|30
15|'लोकतंत्र और विविधता' से संबंधित मुख्य मुद्दा क्या है?|क्या लोकतंत्र सभी सामाजिक विभाजनों को समायोजित कर सकता है?|क्या लोकतंत्र में एक ही धर्म का शासन होना चाहिए?|क्या लोकतंत्र में केवल आर्थिक समानता होनी चाहिए?|क्या लोकतंत्र में सेना का शासन होना चाहिए?|क्या लोकतंत्र सभी सामाजिक विभाजनों को समायोजित कर सकता है?|PoliticalScience_C3|30
16|भारत में सामाजिक विभाजनों का आधार क्या है?|जाति|धर्म|भाषा|उपरोक्त सभी|उपरोक्त सभी|PoliticalScience_C3|30
17|'धर्म' के आधार पर राजनीतिक लामबंदी (Mobilisation) किस प्रकार की समस्या उत्पन्न कर सकती है?|सामाजिक संघर्ष और हिंसा|आर्थिक विकास|रोजगार में वृद्धि|केवल भाषाई अंतर|सामाजिक संघर्ष और हिंसा|PoliticalScience_C3|30
