id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'प्राथमिक क्षेत्रक' (Primary Sector) का संबंध किससे है?|विनिर्माण उद्योग|प्राकृतिक संसाधनों का सीधा उपयोग|सेवाएँ प्रदान करना|परिवहन और संचार|प्राकृतिक संसाधनों का सीधा उपयोग|Economics_C2|30
2|निम्न में से कौन-सा 'प्राथमिक क्षेत्रक' का उदाहरण है?|बैंकिंग|डेयरी (Dairying)|कपड़ा निर्माण|शिक्षा|डेयरी (Dairying)|Economics_C2|30
3|'द्वितीयक क्षेत्रक' (Secondary Sector) का संबंध किससे है?|प्राकृतिक उत्पादों को विनिर्माण के माध्यम से अन्य रूपों में बदलना|केवल कृषि|सेवाएँ प्रदान करना|खनन|प्राकृतिक उत्पादों को विनिर्माण के माध्यम से अन्य रूपों में बदलना|Economics_C2|30
4|निम्न में से कौन-सा 'द्वितीयक क्षेत्रक' का उदाहरण है?|मत्स्य पालन|चीनी (Sugar) निर्माण|बीमा|डॉक्टर|चीनी (Sugar) निर्माण|Economics_C2|30
5|'तृतीयक क्षेत्रक' (Tertiary Sector) का संबंध किससे है?|वस्तुओं का उत्पादन|विनिर्माण|सेवाएँ (Services) प्रदान करना|कृषि|सेवाएँ (Services) प्रदान करना|Economics_C2|30
6|निम्न में से कौन-सा 'तृतीयक क्षेत्रक' का उदाहरण है?|वानिकी|कपास उगाना|शिक्षण (Teaching)|कारखाना|शिक्षण (Teaching)|Economics_C2|30
7|'सकल घरेलू उत्पाद' (Gross Domestic Product - GDP) क्या है?|केवल प्राथमिक क्षेत्रक का कुल उत्पादन|एक विशेष वर्ष में प्रत्येक क्षेत्रक द्वारा उत्पादित अंतिम वस्तुओं और सेवाओं का कुल मूल्य|केवल सेवाओं का मूल्य|केवल कच्चे माल का मूल्य|एक विशेष वर्ष में प्रत्येक क्षेत्रक द्वारा उत्पादित अंतिम वस्तुओं और सेवाओं का कुल मूल्य|Economics_C2|30
8|GDP की गणना में 'अंतिम वस्तुओं और सेवाओं' (Final Goods and Services) को क्यों शामिल किया जाता है?|कच्चे माल के मूल्य को कम करने के लिए|दोहरी गणना (Double Counting) से बचने के लिए|उत्पादन को दोगुना करने के लिए|केवल सरकारी सेवाओं को शामिल करने के लिए|दोहरी गणना (Double Counting) से बचने के लिए|Economics_C2|30
9|पिछले 40 वर्षों में भारत में किस क्षेत्रक का महत्व सबसे अधिक बढ़ा है?|प्राथमिक क्षेत्रक|द्वितीयक क्षेत्रक|तृतीयक क्षेत्रक|सूचना प्रौद्योगिकी|तृतीयक क्षेत्रक|Economics_C2|30
10|भारत में सबसे ज्यादा रोजगार कौन-सा क्षेत्रक प्रदान करता है?|प्राथमिक क्षेत्रक (कृषि)|द्वितीयक क्षेत्रक|तृतीयक क्षेत्रक|सूचना प्रौद्योगिकी|प्राथमिक क्षेत्रक (कृषि)|Economics_C2|30
11|तृतीयक क्षेत्रक के महत्व में वृद्धि का मुख्य कारण क्या है?|बेहतर स्वास्थ्य और शिक्षा की बढ़ती मांग|बुनियादी सेवाओं की उपलब्धता|आय में वृद्धि|उपरोक्त सभी|उपरोक्त सभी|Economics_C2|30
12|कृषि क्षेत्र में 'अल्प बेरोजगारी' (Underemployment) या 'प्रच्छन्न बेरोजगारी' (Disguised Unemployment) का क्या अर्थ है?|लोग बिल्कुल बेरोजगार हैं|लोग अपनी क्षमता से कम काम कर रहे हैं, या आवश्यकता से अधिक लोग काम कर रहे हैं|लोग केवल कुछ महीने काम करते हैं|केवल महिलाओं का बेरोजगार होना|लोग अपनी क्षमता से कम काम कर रहे हैं, या आवश्यकता से अधिक लोग काम कर रहे हैं|Economics_C2|30
13|भारत में प्राथमिक क्षेत्रक में किस प्रकार की बेरोजगारी सबसे अधिक है?|खुली बेरोजगारी|चक्रीय बेरोजगारी|प्रच्छन्न बेरोजगारी|संरचनात्मक बेरोजगारी|प्रच्छन्न बेरोजगारी|Economics_C2|30
14|'खुली बेरोजगारी' (Open Unemployment) क्या है?|जब लोग काम करने के इच्छुक और सक्षम हैं, लेकिन उन्हें काम नहीं मिल रहा है|जब लोग केवल अंशकालिक काम करते हैं|जब लोग स्वेच्छा से काम नहीं करते|जब लोग अपनी क्षमता से कम काम करते हैं|जब लोग काम करने के इच्छुक और सक्षम हैं, लेकिन उन्हें काम नहीं मिल रहा है|Economics_C2|30
15|अतिरिक्त रोजगार (Additional Employment) सृजित करने का सबसे अच्छा तरीका क्या है?|केवल निर्यात बढ़ाना|बैंकों द्वारा अधिक ऋण प्रदान करना और बुनियादी ढाँचा विकास|केवल जनसंख्या कम करना|सरकारी नौकरियों में कमी करना|बैंकों द्वारा अधिक ऋण प्रदान करना और बुनियादी ढाँचा विकास|Economics_C2|30
16|भारत में 'महात्मा गांधी राष्ट्रीय ग्रामीण रोजगार गारंटी अधिनियम' (MGNREGA) किस वर्ष लागू किया गया?|2000|2005|2010|2015|2005|Economics_C2|30
17|MGNREGA का मुख्य उद्देश्य क्या है?|केवल शहरों में रोजगार|गरीबों को 100 दिनों के सुनिश्चित रोजगार की गारंटी देना|केवल कृषि उत्पादन बढ़ाना|सरकारी कर्मचारियों को वेतन देना|गरीबों को 100 दिनों के सुनिश्चित रोजगार की गारंटी देना|Economics_C2|30
18|MGNREGA के तहत कितने दिनों के भीतर रोजगार उपलब्ध कराना अनिवार्य है?|30 दिन|15 दिन|60 दिन|100 दिन|15 दिन|Economics_C2|30
