id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'संघवाद' (Federalism) का क्या अर्थ है?|सत्ता का एक ही स्तर पर केंद्रित होना|सरकार दो या दो से अधिक स्तरों में बंटी होती है|केवल केंद्र सरकार का शासन|सैन्य शासन की व्यवस्था|सरकार दो या दो से अधिक स्तरों में बंटी होती है|PoliticalScience_C2|30
2|एकात्मक शासन व्यवस्था (Unitary System) में, स्थानीय सरकारें किसके अधीन होती हैं?|केंद्र सरकार|राज्य सरकारें|जनता|कोई नहीं|केंद्र सरकार|PoliticalScience_C2|30
3|संघीय व्यवस्था में, किस स्तर की सरकारें एक ही नागरिक समूह पर शासन करती हैं?|केवल केंद्र सरकार|केवल राज्य सरकार|प्रत्येक स्तर की सरकारें|सामुदायिक सरकारें|प्रत्येक स्तर की सरकारें|PoliticalScience_C2|30
4|संघवाद की प्रमुख विशेषता क्या है?|सत्ता का केवल एक स्तर होना|एक ही नागरिक समूह पर विभिन्न स्तरों की सरकारों का शासन|न्यायपालिका की अनुपस्थिति|कानूनों का आसानी से बदलना|एक ही नागरिक समूह पर विभिन्न स्तरों की सरकारों का शासन|PoliticalScience_C2|30
5|भारत में किस प्रकार की शासन व्यवस्था है?|एकात्मक|संघीय|बहुसंख्यकवादी|तानाशाही|संघीय|PoliticalScience_C2|30
6|भारतीय संविधान में संघवाद के कितने स्तर हैं?|एक|दो|तीन|चार|तीन|PoliticalScience_C2|30
7|भारत में केंद्र और राज्य सरकारों के अलावा तीसरे स्तर की सरकार कौन-सी है?|सामुदायिक सरकार|पंचायती राज/नगरपालिकाएँ|न्यायपालिका|विधायिका|पंचायती राज/नगरपालिकाएँ|PoliticalScience_C2|30
8|किस देश में 'साथ आकर संघ बनाने' (Coming Together Federation) का उदाहरण है?|भारत|स्पेन|संयुक्त राज्य अमेरिका (USA)|बेल्जियम|संयुक्त राज्य अमेरिका (USA)|PoliticalScience_C2|30
9|किस देश में 'साथ लेकर चलने' (Holding Together Federation) का उदाहरण है?|भारत|संयुक्त राज्य अमेरिका|स्विट्जरलैंड|ऑस्ट्रेलिया|भारत|PoliticalScience_C2|30
10|'साथ आकर संघ बनाने' वाली संघीय व्यवस्था में राज्यों की क्या स्थिति होती है?|केंद्र से ज्यादा शक्तिशाली|केंद्र के अधीन|सभी राज्यों को समान अधिकार|बहुत कमजोर|सभी राज्यों को समान अधिकार|PoliticalScience_C2|30
11|'साथ लेकर चलने' वाली संघीय व्यवस्था में राज्यों की क्या स्थिति होती है?|केंद्र के अधीन|केंद्र से स्वतंत्र|कुछ राज्यों को विशेष शक्तियाँ दी जाती हैं|सभी राज्यों को समान शक्तियाँ|कुछ राज्यों को विशेष शक्तियाँ दी जाती हैं|PoliticalScience_C2|30
12|भारतीय संविधान में शक्तियों के बँटवारे के लिए कितनी सूचियाँ (Lists) दी गई हैं?|दो|तीन|चार|पाँच|तीन|PoliticalScience_C2|30
13|किस सूची में राष्ट्रीय महत्व के विषय शामिल हैं, जिन पर केवल केंद्र सरकार कानून बना सकती है?|राज्य सूची|संघ सूची (Union List)|समवर्ती सूची|अवशिष्ट सूची|संघ सूची (Union List)|PoliticalScience_C2|30
14|पुलिस, व्यापार, वाणिज्य, कृषि और सिंचाई जैसे विषय किस सूची में शामिल हैं?|संघ सूची|राज्य सूची (State List)|समवर्ती सूची|अवशिष्ट सूची|राज्य सूची (State List)|PoliticalScience_C2|30
15|शिक्षा, वन, मजदूर संघ, विवाह और उत्तराधिकार जैसे विषय किस सूची में शामिल हैं, जिन पर दोनों सरकारें कानून बना सकती हैं?|संघ सूची|राज्य सूची|समवर्ती सूची (Concurrent List)|अवशिष्ट सूची|समवर्ती सूची (Concurrent List)|PoliticalScience_C2|30
16|यदि समवर्ती सूची के किसी विषय पर केंद्र और राज्य के कानूनों में टकराव हो, तो किसका कानून मान्य होगा?|राज्य सरकार का|केंद्र सरकार का|न्यायपालिका का|दोनों का समान|केंद्र सरकार का|PoliticalScience_C2|30
17|'अवशिष्ट शक्तियाँ' (Residuary Subjects) किसे प्राप्त हैं?|राज्य सरकारों को|केंद्र सरकार को|स्थानीय सरकारों को|सामुदायिक सरकारों को|केंद्र सरकार को|PoliticalScience_C2|30
18|भारत के कुछ राज्यों (जैसे जम्मू और कश्मीर) को पहले विशेष दर्जा दिया गया था, यह किसका उदाहरण है?|शक्तियों का समान बँटवारा|शक्तियों का असमान बँटवारा|एकात्मक व्यवस्था|सामुदायिक शासन|शक्तियों का असमान बँटवारा|PoliticalScience_C2|30
19|वह छोटी प्रशासनिक इकाइयाँ जो केंद्र सरकार के सीधे नियंत्रण में होती हैं, क्या कहलाती हैं?|प्रांतीय सरकारें|राज्य सरकारें|केंद्र शासित प्रदेश (Union Territories)|स्थानीय सरकारें|केंद्र शासित प्रदेश (Union Territories)|PoliticalScience_C2|30
