id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|सत्ता की साझेदारी (Power Sharing) का क्या अर्थ है?|सत्ता का एक व्यक्ति के हाथों में केंद्रित होना|विभिन्न सामाजिक समूहों, राजनीतिक दलों और सरकारों के बीच सत्ता का बँटवारा|केवल सेना द्वारा शासन करना|लोगों को वोट देने का अधिकार न होना|विभिन्न सामाजिक समूहों, राजनीतिक दलों और सरकारों के बीच सत्ता का बँटवारा|PoliticalScience_C1|30
2|आधुनिक लोकतांत्रिक व्यवस्थाओं में सत्ता की साझेदारी के कितने रूप प्रचलित हैं?|दो|तीन|चार|पाँच|चार|PoliticalScience_C1|30
3|सत्ता के बँटवारे के पीछे मुख्य कारण क्या है?|संघर्ष को बढ़ाना|लोकतंत्र की नींव को कमजोर करना|सामाजिक संघर्ष को कम करना और राजनीतिक व्यवस्था में स्थिरता लाना|केवल आर्थिक विकास|सामाजिक संघर्ष को कम करना और राजनीतिक व्यवस्था में स्थिरता लाना|PoliticalScience_C1|30
4|श्रीलंका में किस समुदाय का प्रभुत्व था?|तमिल|सिंहली|ईसाई|मुसलमान|सिंहली|PoliticalScience_C1|30
5|श्रीलंका कब एक स्वतंत्र राष्ट्र बना?|1947|1948|1950|1956|1948|PoliticalScience_C1|30
6|श्रीलंका में बहुसंख्यकवाद (Majoritarianism) को किस वर्ष संवैधानिक रूप दिया गया?|1956|1960|1970|1980|1956|PoliticalScience_C1|30
7|श्रीलंका के बहुसंख्यकवाद के कारण किस समुदाय ने विरोध किया?|ईसाई|तमिल|सिंहली|मुसलमान|तमिल|PoliticalScience_C1|30
8|बेल्जियम (Belgium) की राजधानी कहाँ है?|बॉन|पेरिस|ब्रुसेल्स|एम्स्टर्डम|ब्रुसेल्स|PoliticalScience_C1|30
9|बेल्जियम में मुख्य रूप से कौन-सी दो भाषाएँ बोली जाती हैं?|जर्मन और फ्रेंच|डच और फ्रेंच|स्पेनिश और इतालवी|इंग्लिश और जर्मन|डच और फ्रेंच|PoliticalScience_C1|30
10|बेल्जियम में 1970 और 1993 के बीच कितनी बार संविधान में संशोधन किए गए?|दो बार|तीन बार|चार बार|पाँच बार|चार बार|PoliticalScience_C1|30
