id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'खनिज' (Mineral) क्या है?|एक प्राकृतिक रूप से पाया जाने वाला कार्बनिक पदार्थ|एक निश्चित रासायनिक संरचना वाला प्राकृतिक रूप से पाया जाने वाला समरूप पदार्थ|मानव निर्मित पदार्थ|पृथ्वी की सतह पर पाया जाने वाला कोई भी पदार्थ|एक निश्चित रासायनिक संरचना वाला प्राकृतिक रूप से पाया जाने वाला समरूप पदार्थ|Geography_C5|30
2|खनिज किस प्रकार के संसाधनों का उदाहरण है?|जैव|नवीकरणीय|अनवीकरणीय|कृत्रिम|अनवीकरणीय|Geography_C5|30
3|निम्न में से कौन-सा खनिज आग्नेय (Igneous) और कायांतरित (Metamorphic) चट्टानों की दरारों में पाया जाता है?|कोयला|लौह अयस्क|टिन और तांबा|बॉक्साइट|टिन और तांबा|Geography_C5|30
4|खनिज कितने प्रकार के होते हैं?|धात्विक और अधात्विक|जैव और अजैव|सतही और भूमिगत|नवीकरणीय और अनवीकरणीय|धात्विक और अधात्विक|Geography_C5|30
5|निम्न में से कौन-सा खनिज 'लौह' (Ferrous) खनिज है?|बॉक्साइट|मैंगनीज|अभ्रक (Mica)|सोना|मैंगनीज|Geography_C5|30
6|भारत में सबसे ज्यादा मैंगनीज का उत्पादन किस राज्य में होता है?|झारखंड|महाराष्ट्र|ओडिशा|कर्नाटक|ओडिशा|Geography_C5|30
7|'बॉक्साइट' (Bauxite) किसका अयस्क है?|लोहा|तांबा|एल्युमीनियम|सोना|एल्युमीनियम|Geography_C5|30
8|बॉक्साइट का सबसे बड़ा उत्पादक राज्य कौन-सा है?|केरल|गुजरात|ओडिशा|तमिलनाडु|ओडिशा|Geography_C5|30
9|निम्न में से कौन-सा अधात्विक खनिज है?|लोहा|तांबा|अभ्रक (Mica)|मैंगनीज|अभ्रक (Mica)|Geography_C5|30
10|अभ्रक का मुख्य उपयोग क्या है?|सीमेंट उद्योग|इलेक्ट्रॉनिक और बिजली उद्योग|इस्पात उद्योग|रासायनिक उर्वरक|इलेक्ट्रॉनिक और बिजली उद्योग|Geography_C5|30
11|भारत में अभ्रक का सबसे बड़ा उत्पादक राज्य कौन-सा है?|बिहार और झारखंड|राजस्थान|आंध्र प्रदेश|ओडिशा|आंध्र प्रदेश|Geography_C5|30
12|'ऊर्जा संसाधन' (Energy Resources) कितने प्रकार के होते हैं?|परंपरागत और गैर-परंपरागत|लौह और अलौह|जैव और अजैव|सीमित और असीमित|परंपरागत और गैर-परंपरागत|Geography_C5|30
13|निम्न में से कौन-सा ऊर्जा का 'परंपरागत स्रोत' (Conventional Source) है?|पवन ऊर्जा|कोयला|सौर ऊर्जा|भूतापीय ऊर्जा|कोयला|Geography_C5|30
