id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|पृथ्वी की सतह का लगभग कितने प्रतिशत भाग जल से ढका हुआ है?|51%|61%|71%|81%|71%|Geography_C3|30
2|विश्व में जल के कुल आयतन का कितना प्रतिशत भाग महासागरों में पाया जाता है?|90.5%|95.5%|96.5%|98.5%|96.5%|Geography_C3|30
3|जल का कौन-सा भाग 'मीठा जल' (Fresh Water) कहलाता है, जो उपयोग के लिए उपलब्ध है?|समुद्री जल|महासागर का जल|धरातलीय अपवाह और भूजल (Groundwater)|हिमनद का जल|धरातलीय अपवाह और भूजल (Groundwater)|Geography_C3|30
4|जल दुर्लभता (Water Scarcity) का मुख्य कारण क्या है?|अधिक वर्षा|अधिक जनसंख्या और औद्योगीकरण|भूमि का समतल होना|पशुधन में कमी|अधिक जनसंख्या और औद्योगीकरण|Geography_C3|30
5|भारत में सिंचाई के लिए कौन-सी प्रणाली सबसे अधिक उपयोग की जाती है?|कुएँ और नलकूप|बहुउद्देशीय नदी परियोजनाएँ|टपकन सिंचाई|बाढ़ सिंचाई|कुएँ और नलकूप|Geography_C3|30
6|बहुउद्देशीय नदी घाटी परियोजनाओं को 'आधुनिक भारत के मंदिर' किसने कहा था?|महात्मा गांधी|जवाहरलाल नेहरू|इंदिरा गांधी|सरदार पटेल|जवाहरलाल नेहरू|Geography_C3|30
7|भाखड़ा-नांगल परियोजना किस नदी पर बनाई गई है?|गंगा|सतलुज|महानदी|कृष्णा|सतलुज|Geography_C3|30
8|हीराकुंड परियोजना किस नदी पर स्थित है?|दामोदर|महानदी|गोदावरी|कावेरी|महानदी|Geography_C3|30
9|दामोदर घाटी परियोजना का मुख्य उद्देश्य क्या था?|सिंचाई|जलविद्युत उत्पादन|बाढ़ नियंत्रण|उपरोक्त सभी|उपरोक्त सभी|Geography_C3|30
10|बहुउद्देशीय परियोजनाओं का मुख्य नुकसान क्या है?|विस्थापन और पुनर्वास की समस्या|सिंचाई के लाभ में कमी|जलविद्युत उत्पादन में कमी|मछली पालन में वृद्धि|विस्थापन और पुनर्वास की समस्या|Geography_C3|30
11|नर्मदा बचाओ आंदोलन का संबंध किस बांध से है?|भाखड़ा बांध|सरदार सरोवर बांध|हीराकुंड बांध|रिहंद बांध|सरदार सरोवर बांध|Geography_C3|30
12|भूजल के अत्यधिक उपयोग से कौन-सी समस्या उत्पन्न हो सकती है?|पानी की गुणवत्ता में सुधार|जल-स्तर का गिरना|बाढ़ का खतरा|मिट्टी का जमाव|जल-स्तर का गिरना|Geography_C3|30
13|राजस्थान में छत वर्षा जल संग्रहण (Rooftop Rainwater Harvesting) को क्या कहा जाता है?|टंका (Tanka)|खादिन (Khadin)|जोहड़|गुल|टंका (Tanka)|Geography_C3|30
14|पश्चिमी हिमालय में नदी की धारा को मोड़कर सिंचाई के लिए बनाई गई वाहिकाएँ (Channels) क्या कहलाती हैं?|कुल या गुल (Kuls or Guls)|खादिन|जोहड़|टंका|कुल या गुल (Kuls or Guls)|Geography_C3|30
15|मेघालय में बांस ड्रिप सिंचाई प्रणाली (Bamboo Drip Irrigation System) का उपयोग कितने वर्ष पुराना है?|100 वर्ष|200 वर्ष|500 वर्ष|1000 वर्ष|200 वर्ष|Geography_C3|30
16|राजस्थान के अर्द्ध-शुष्क और शुष्क क्षेत्रों में वर्षा जल संग्रहण की विधि 'खादिन' का उपयोग किस लिए किया जाता है?|पीने का पानी जमा करने के लिए|कृषि भूमि को सिंचित करने के लिए|उद्योगों को पानी देने के लिए|मछली पालन के लिए|कृषि भूमि को सिंचित करने के लिए|Geography_C3|30
17|भारत में सबसे ज्यादा जलविद्युत उत्पादन किस स्रोत से होता है?|पवन ऊर्जा|बहुउद्देशीय परियोजनाएँ (बांध)|सौर ऊर्जा|ज्वारीय ऊर्जा|बहुउद्देशीय परियोजनाएँ (बांध)|Geography_C3|30
18|आजादी के बाद शुरू की गई पहली बड़ी बहुउद्देशीय परियोजना कौन-सी थी?|भाखड़ा-नांगल|दामोदर घाटी परियोजना|चंबल परियोजना|रिहंद परियोजना|दामोदर घाटी परियोजना|Geography_C3|30
19|सरदार सरोवर बांध किस राज्य में स्थित है?|मध्य प्रदेश|गुजरात|राजस्थान|महाराष्ट्र|गुजरात|Geography_C3|30
20|भूजल (Groundwater) किस प्रकार के जल संसाधन का उदाहरण है?|सतही जल|अलवणीकृत जल|नवीकरणीय संसाधन|समुद्री जल|नवीकरणीय संसाधन|Geography_C3|30
21|जनसंख्या वृद्धि से जल की मांग पर क्या प्रभाव पड़ता है?|मांग घटती है|मांग स्थिर रहती है|मांग बढ़ती है|मांग अप्रभावित रहती है|मांग बढ़ती है|Geography_C3|30
22|भारत में कुल उपलब्ध जल का कितना प्रतिशत भाग कृषि में उपयोग होता है?|50%|70%|80%|90%|80%|Geography_C3|30
23|नदियों पर बाँध बनाने से उनके जलीय जीवन पर क्या प्रभाव पड़ता है?|मछलियों का आवागमन बाधित होता है|मछली पालन बढ़ता है|जल की गुणवत्ता सुधरती है|पानी का तापमान घटता है|मछलियों का आवागमन बाधित होता है|Geography_C3|30
24|कृष्णा-गोदावरी विवाद का मुख्य कारण क्या था?|जल की कमी|बांधों का निर्माण|जल बँटवारे को लेकर राज्यों के बीच झगड़ा|जल प्रदूषण|जल बँटवारे को लेकर राज्यों के बीच झगड़ा|Geography_C3|30
25|चेन्नई में जल संचयन की संरचनाओं को क्या कहा जाता है?|कुंड|खादिन|अहर/पाइन|टैंक|टैंक|Geography_C3|30
26|'अहर और पाइन' (Ahar and Pain) जैसी जल संग्रहण प्रणाली किस क्षेत्र में पाई जाती है?|राजस्थान|मेघालय|बिहार|महाराष्ट्र|बिहार|Geography_C3|30
27|किस राज्य ने हर घर में वर्षा जल संग्रहण ढाँचे को अनिवार्य कर दिया है?|कर्नाटक|तमिलनाडु|केरल|आंध्र प्रदेश|तमिलनाडु|Geography_C3|30
28|भारत में जल विद्युत उत्पादन कितना प्रतिशत योगदान देता है?|10%|15%|22%|30%|22%|Geography_C3|30
29|निम्न में से कौन-सा मीठे पानी का सबसे बड़ा स्रोत है?|महासागर|भूजल|हिमनद और बर्फ की चादरें|झीलें|हिमनद और बर्फ की चादरें|Geography_C3|30
30|बाँधों के जलाशय में तलछट (Sedimentation) जमा होने का क्या परिणाम होता है?|बांध की क्षमता बढ़ती है|बांधों का जीवनकाल घटता है|जल स्तर बढ़ता है|पानी की गुणवत्ता सुधरती है|बांधों का जीवनकाल घटता है|Geography_C3|30
31|जल प्रदूषण का मुख्य कारण क्या है?|अत्यधिक वर्षा|औद्योगिक अपशिष्ट और घरेलू सीवेज|जंगल की कटाई|भूमिगत जल का उपयोग|औद्योगिक अपशिष्ट और घरेलू सीवेज|Geography_C3|30
32|राजस्थान में पानी की उपलब्धता में कमी क्यों आई है?|कम वर्षा और अत्यधिक सिंचाई के कारण|केवल औद्योगीकरण के कारण|जल संचयन संरचनाओं के कारण|पर्यावरण प्रदूषण के कारण|कम वर्षा और अत्यधिक सिंचाई के कारण|Geography_C3|30
33|विश्व जल दिवस (World Water Day) कब मनाया जाता है?|22 मार्च|5 जून|10 दिसंबर|16 सितंबर|22 मार्च|Geography_C3|30
34|जल के किस रूप का उपयोग करना मानव के लिए सबसे कठिन है?|भूजल|सतही जल|समुद्री जल|नदी जल|समुद्री जल|Geography_C3|30
35|बांस ड्रिप सिंचाई प्रणाली (Bamboo Drip Irrigation System) कहाँ प्रचलित है?|राजस्थान|उत्तर प्रदेश|मेघालय|महाराष्ट्र|मेघालय|Geography_C3|30
36|भारत की किस नदी पर दुनिया का सबसे लम्बा बांध, हीराकुंड बांध, बना है?|गंगा|यमुना|महानदी|कृष्णा|महानदी|Geography_C3|30
37|बाँधों के निर्माण से कौन-सा पर्यावरणीय मुद्दा उत्पन्न होता है?|वनस्पति और मिट्टी का अपघटन|जलीय जीवन पर प्रभाव|मृदा अपरदन में वृद्धि|उपरोक्त सभी|उपरोक्त सभी|Geography_C3|30
38|प्राचीन काल में जल संग्रहण की कौन-सी संरचनाएँ प्रमुख थीं?|झीलें और जलाशय|बांध और तटबंध|नहरें और कुएँ|उपरोक्त सभी|उपरोक्त सभी|Geography_C3|30
39|बहुउद्देशीय परियोजना से क्या लाभ होते हैं?|जलविद्युत उत्पादन और सिंचाई|बाढ़ नियंत्रण|मत्स्य पालन|उपरोक्त सभी|उपरोक्त सभी|Geography_C3|30
40|राजस्थान में वर्षा जल संग्रहण के लिए छत पर बनाए गए गड्ढे क्या कहलाते हैं?|जोहड़|टंका|गुल्फ़|खादिन|टंका|Geography_C3|30
41|जल की कमी (Water Scarcity) से कौन-सा क्षेत्र सबसे अधिक प्रभावित होता है?|उच्च वर्षा वाले क्षेत्र|सूखे या कम वर्षा वाले क्षेत्र|समुद्र तटीय क्षेत्र|नदी डेल्टा क्षेत्र|सूखे या कम वर्षा वाले क्षेत्र|Geography_C3|30
42|विश्व के कुल जल संसाधन का कितना प्रतिशत भारत में उपलब्ध है?|2%|3%|4%|5%|4%|Geography_C3|30
43|कृष्णा-गोदावरी विवाद का कारण किन राज्यों के बीच जल के बँटवारे को लेकर था?|महाराष्ट्र, कर्नाटक और आंध्र प्रदेश|उत्तर प्रदेश और बिहार|पंजाब और हरियाणा|गुजरात और राजस्थान|महाराष्ट्र, कर्नाटक और आंध्र प्रदेश|Geography_C3|30
44|नर्मदा बचाओ आंदोलन का विरोध मुख्य रूप से बांध के किस पहलू पर केंद्रित था?|आर्थिक लागत|सामाजिक विस्थापन और पर्यावरण विनाश|जलविद्युत उत्पादन|सिंचाई का अभाव|सामाजिक विस्थापन और पर्यावरण विनाश|Geography_C3|30
45|जल को हम किस रूप में प्राप्त करते हैं?|वर्षा जल|सतही जल|भूजल|उपरोक्त सभी|उपरोक्त सभी|Geography_C3|30
46|जल के अतिदोहन से किस प्रकार की समस्याएँ उत्पन्न होती हैं?|जल की कमी|फ्लोराइड और नाइट्रेट का संकेंद्रण|जल जनित रोग|उपरोक्त सभी|उपरोक्त सभी|Geography_C3|30
47|बहुउद्देशीय परियोजनाओं से उत्पन्न होने वाले नए सामाजिक आंदोलन का कारण क्या है?|विस्थापन और पुनर्वास|जल का लवणीकरण|स्थानीय लोगों के अधिकारों का हनन|वनस्पति का विनाश|विस्थापन और पुनर्वास|Geography_C3|30
48|निम्न में से कौन-सा वर्षा जल संग्रहण का पारंपरिक तरीका है?|नहर प्रणाली|टंका और खादिन|स्प्रिंकलर सिंचाई|बांध निर्माण|टंका और खादिन|Geography_C3|30
49|'गुलाबी क्रांति' का संबंध किससे है?|जल संरक्षण|झींगा उत्पादन|गुलाब उत्पादन|पेट्रोलियम उत्पादन|झींगा उत्पादन|Geography_C3|30
50|भारत में जल संसाधन की उपलब्धता के पीछे कौन-सी प्रक्रिया जिम्मेदार है?|कार्बन चक्र|नाइट्रोजन चक्र|जल चक्र|सौर ऊर्जा|जल चक्र|Geography_C3|30
