id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'सूर्य' शब्द का सही पर्यायवाची क्या है?|शशि|रवि|निशाकर|इन्दु|रवि|Hindi_Grammar_P_V|30
2|'आग' का पर्यायवाची शब्द क्या है?|पवन|अनल|अम्बर|समीर|अनल|Hindi_Grammar_P_V|30
3|'कमल' का पर्यायवाची शब्द क्या है?|जलाधि|पंकज|सरिता|मेघ|पंकज|Hindi_Grammar_P_V|30
4|'जल' का पर्यायवाची शब्द नहीं है:|नीर|सलिल|अम्बु|हवा|हवा|Hindi_Grammar_P_V|30
5|'धरती' का पर्यायवाची शब्द क्या है?|अम्बर|व्योम|भू|पवन|भू|Hindi_Grammar_P_V|30
6|'पुत्र' का पर्यायवाची शब्द है:|सुत|तनया|आत्मजा|कन्या|सुत|Hindi_Grammar_P_V|30
7|'हवा' का पर्यायवाची शब्द क्या है?|अनल|समीर|पावक|कृशानु|समीर|Hindi_Grammar_P_V|30
8|'इंद्र' का पर्यायवाची शब्द क्या है?|शक्र|देवराज|सुरेश|ये सभी|ये सभी|Hindi_Grammar_P_V|30
9|'गणेश' का पर्यायवाची शब्द क्या है?|गजानन|रवि|शशि|ध्रुव|गजानन|Hindi_Grammar_P_V|30
10|'घोड़ा' का पर्यायवाची शब्द क्या है?|गज|तुरंग|द्वीप|मृग|तुरंग|Hindi_Grammar_P_V|30
11|'पक्षी' का पर्यायवाची शब्द नहीं है:|विहग|खग|भूचर|द्विज|भूचर|Hindi_Grammar_P_V|30
12|'राजा' का पर्यायवाची शब्द क्या है?|नृप|भूपति|महिप|ये सभी|ये सभी|Hindi_Grammar_P_V|30
13|'समुद्र' का पर्यायवाची शब्द क्या है?|मेघ|जलद|पयोधि|सरिता|पयोधि|Hindi_Grammar_P_V|30
14|'रात' का पर्यायवाची शब्द क्या है?|निशा|दिनकर|उषा|प्रभात|निशा|Hindi_Grammar_P_V|30
15|'नदी' का पर्यायवाची शब्द क्या है?|सरिता|पयोधि|जलाधि|सागर|सरिता|Hindi_Grammar_P_V|30
16|'बिजली' का पर्यायवाची शब्द है:|तड़ित|विद्युत्|चपला|ये सभी|ये सभी|Hindi_Grammar_P_V|30
17|'दूध' का पर्यायवाची शब्द क्या है?|जल|नीर|पय|समीर|पय|Hindi_Grammar_P_V|30
18|'किताब' का पर्यायवाची शब्द क्या है?|ग्रंथ|पुस्तक|पोथी|ये सभी|ये सभी|Hindi_Grammar_P_V|30
19|'कपड़ा' का पर्यायवाची शब्द क्या है?|वस्त्र|पट|अंबर|ये सभी|ये सभी|Hindi_Grammar_P_V|30
20|'माता' का पर्यायवाची शब्द है:|जननी|तनया|आत्मजा|भ्राता|जननी|Hindi_Grammar_P_V|30
21|'अमृत' का विलोम शब्द क्या है?|विष|पियूष|सुधा|मधुर|विष|Hindi_Grammar_P_V|30
22|'आकर्षण' का विलोम शब्द क्या है?|अनाकर्षण|विकर्षण|अपकर्षण|उत्कर्षण|विकर्षण|Hindi_Grammar_P_V|30
23|'उल्टा' का विलोम शब्द क्या है?|सीधा|पुल्टा|विपरीत|आड़ा|सीधा|Hindi_Grammar_P_V|30
24|'आदि' का विलोम शब्द क्या है?|अनादि|अंत|समाप्ति|शुरुआत|अंत|Hindi_Grammar_P_V|30
25|'आय' का विलोम शब्द क्या है?|व्यय|अनाय|आगामी|इनमें से कोई नहीं|व्यय|Hindi_Grammar_P_V|30
26|'सत्य' का विलोम शब्द क्या है?|असत्य|मिथ्या|झूठ|ये सभी|असत्य|Hindi_Grammar_P_V|30
27|'उपकार' का विलोम शब्द क्या है?|अपकार|अनुपकार|सत्कार|सहकार|अपकार|Hindi_Grammar_P_V|30
28|'नवीन' का विलोम शब्द क्या है?|प्राचीन|नया|आधुनिक|नवीनतम|प्राचीन|Hindi_Grammar_P_V|30
29|'लाभ' का विलोम शब्द क्या है?|हानि|फायदा|नुकसान|घटा|हानि|Hindi_Grammar_P_V|30
30|'सुख' का विलोम शब्द क्या है?|दुख|विपत्ति|कष्ट|पीड़ा|दुख|Hindi_Grammar_P_V|30
31|'अंधकार' का विलोम शब्द क्या है?|प्रकाश|अँधेरा|तम|निशा|प्रकाश|Hindi_Grammar_P_V|30
32|'आशा' का विलोम शब्द क्या है?|निराशा|दुराशा|आशंका|उम्मीद|निराशा|Hindi_Grammar_P_V|30
33|'ईश्वर' का विलोम शब्द क्या है?|दैव|भगवान|जीव|मनुष्य|जीव|Hindi_Grammar_P_V|30
34|'उत्थान' का विलोम शब्द क्या है?|पतन|विकास|उन्नति|आरोहण|पतन|Hindi_Grammar_P_V|30
35|'कठोर' का विलोम शब्द क्या है?|कड़क|कर्कश|कोमल|नर्म|कोमल|Hindi_Grammar_P_V|30
36|'गुप्त' का विलोम शब्द क्या है?|प्रकट|छिपा|गोपनीय|रहस्य|प्रकट|Hindi_Grammar_P_V|30
37|'चतुर' का विलोम शब्द क्या है?|चालाक|होशियार|मूर्ख|अचतुर|मूर्ख|Hindi_Grammar_P_V|30
38|'जीवन' का विलोम शब्द क्या है?|मृत्यु|मरण|मरना|ये सभी|मृत्यु|Hindi_Grammar_P_V|30
39|'दयालु' का विलोम शब्द क्या है?|कृपालु|निर्दय|करुणामयी|सहानुभूति|निर्दय|Hindi_Grammar_P_V|30
40|'स्वतंत्र' का विलोम शब्द क्या है?|परतंत्र|आज़ाद|मुक्ति|स्वाधीन|परतंत्र|Hindi_Grammar_P_V|30
