id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'चिकित्सा का चक्कर' पाठ के लेखक कौन हैं?|प्रेमचंद|रामवृक्ष बेनीपुरी|बेढब बनारसी|दिनकर|बेढब बनारसी|Non-Hindi_C20|30
2|यह पाठ साहित्य की कौन-सी विधा है?|कहानी|जीवनी|हास्य-व्यंग्य|निबंध|हास्य-व्यंग्य|Non-Hindi_C20|30
3|लेखक को अचानक रात में क्या हुआ?|सिर में दर्द|पेट में दर्द|बुखार|खांसी|पेट में दर्द|Non-Hindi_C20|30
4|लेखक की उम्र कितनी थी?|30 वर्ष|35 वर्ष|40 वर्ष|45 वर्ष|35 वर्ष|Non-Hindi_C20|30
5|लेखक को बीमार पड़ने की इच्छा क्यों हुई?|उन्हें आराम करना था|उन्हें स्वादिष्ट भोजन खाना था|उन्हें अपनी पत्नी से सहानुभूति चाहिए थी|उन्हें काम पर नहीं जाना था|उन्हें स्वादिष्ट भोजन खाना था|Non-Hindi_C20|30
6|लेखक बीमार पड़ने के लिए क्या खाना चाहते थे?|मिठाई|फल|समोसे|बिस्कुट और नमकीन|बिस्कुट और नमकीन|Non-Hindi_C20|30
7|वास्तव में लेखक ने बाजार में क्या खाया था?|छह रसगुल्ले|एक दर्जन केले|आठ पूड़ियाँ|बहुत सारी चाट|छह रसगुल्ले|Non-Hindi_C20|30
8|सबसे पहले किस डॉक्टर को बुलाया गया?|सरकारी डॉक्टर|हकीम साहब|वैद्य जी|डॉक्टर चूहानाथ कातरजी|सरकारी डॉक्टर|Non-Hindi_C20|30
9|सरकारी डॉक्टर ने जीभ देखकर क्या कहा?|आपको मलेरिया है|आपको पायरिया है|आपको अपेंडिसाइटिस है|आपको सर्दी लग गई है|आपको सर्दी लग गई है|Non-Hindi_C20|30
10|डॉक्टर साहब ने दवा की शीशी में क्या दवा दी?|पानी|शर्बत|अमृतधारा|अल्कोहल|अमृतधारा|Non-Hindi_C20|30
11|दूसरे डॉक्टर, डॉक्टर चूहानाथ कातरजी, की फीस कितनी थी?|पाँच रुपये|आठ रुपये|दस रुपये|पंद्रह रुपये|आठ रुपये|Non-Hindi_C20|30
12|डॉक्टर चूहानाथ ने लेखक को कौन-सी बीमारी बताई?|निमोनिया|टायफाइड|अपेंडिसाइटिस|हैजा|अपेंडिसाइटिस|Non-Hindi_C20|30
13|वैद्य जी किस सवारी से आए थे?|मोटर कार|साइकिल|पालकी|घोड़ा गाड़ी|पालकी|Non-Hindi_C20|30
14|वैद्य जी ने नाड़ी देखकर क्या निदान किया?|पित्त का प्रकोप|कफ का प्रकोप|वात का प्रकोप|तीनों दोषों का प्रकोप|वात का प्रकोप|Non-Hindi_C20|30
15|वैद्य जी की दवा की पुड़िया कितने की थी?|एक रुपये की|दो रुपये की|तीन आने की|पाँच रुपये की|तीन आने की|Non-Hindi_C20|30
16|हकीम साहब कैसे दिखते थे?|लंबे और पतले|छोटे और मोटे|सिर पर बनारसी लोहे की तरह टोपी, चिकन का बंददार कुरता|साधारण वेशभूषा में|सिर पर बनारसी लोहे की तरह टोपी, चिकन का बंददार कुरता|Non-Hindi_C20|30
17|हकीम साहब ने नब्ज देखकर क्या फरमाया?|दिल की बीमारी है|जिगर में कमजोरी है|मैदे में गरमी है|फेफड़ों में संक्रमण है|मैदे में गरमी है|Non-Hindi_C20|30
18|होम्योपैथिक डॉक्टर ने क्या कहा?|बीमारी बढ़ जाएगी|बीमारी तुरंत ठीक हो जाएगी|दवा कड़वी है|ऑपरेशन करना पड़ेगा|बीमारी बढ़ जाएगी|Non-Hindi_C20|30
19|दाँत निकलवाने की सलाह किसने दी?|वैद्य जी ने|हकीम साहब ने|एक डेंटिस्ट (दंत चिकित्सक) ने|लेखक की पत्नी ने|एक डेंटिस्ट (दंत चिकित्सक) ने|Non-Hindi_C20|30
20|लेखक की पत्नी ने अंत में क्या निदान बताया?|यह भूत-प्रेत का चक्कर है|यह खाने की बदहजमी है|यह मौसम का असर है|यह कोई गंभीर बीमारी है|यह खाने की बदहजमी है|Non-Hindi_C20|30
21|पत्नी की सलाह पर लेखक ने क्या खाया?|फल|खिचड़ी|हल्की दाल और रोटी|सिर्फ पानी|हल्की दाल और रोटी|Non-Hindi_C20|30
22|'चिकित्सा का चक्कर' में किस पर व्यंग्य किया गया है?|मरीजों पर|अस्पतालों पर|चिकित्सा पद्धतियों पर|दवा कंपनियों पर|चिकित्सा पद्धतियों पर|Non-Hindi_C20|30
23|लेखक को रसगुल्ले कहाँ मिले थे?|घर पर|एक दोस्त के यहाँ|एक विवाह समारोह में|बाजार में|एक विवाह समारोह में|Non-Hindi_C20|30
24|पेट दर्द के कारण लेखक की नींद कितने बजे खुली?|12 बजे रात|1 बजे रात|3 बजे रात|5 बजे सुबह|3 बजे रात|Non-Hindi_C20|30
25|'प्रकोप' शब्द का क्या अर्थ है?|आशीर्वाद|शांति|अत्यधिक बढ़ना या जोर|सहायता|अत्यधिक बढ़ना या जोर|Non-Hindi_C20|30
26|लेखक को अंततः आराम कैसे मिला?|डॉक्टर की दवा से|वैद्य की पुड़िया से|हकीम के नुस्खे से|पत्नी की सलाह और सादे भोजन से|पत्नी की सलाह और सादे भोजन से|Non-Hindi_C20|30
27|इस पाठ का मुख्य उद्देश्य क्या है?|लोगों को डराना|चिकित्सा के क्षेत्र में व्याप्त व्यवसायीकरण पर व्यंग्य|डॉक्टरों की प्रशंसा करना|बीमारियों की जानकारी देना|चिकित्सा के क्षेत्र में व्याप्त व्यवसायीकरण पर व्यंग्य|Non-Hindi_C20|30
28|लेखक को किस बात से डर लग रहा था?|ऑपरेशन से|सुई लगाने से|कड़वी दवा पीने से|अस्पताल में भर्ती होने से|ऑपरेशन से|Non-Hindi_C20|30
29|'दर्द की दवा दर्द नहीं, अलबत्ता उसके बढ़ाने की दवा थी' - यह किस चिकित्सा पद्धति के लिए कहा गया है?|एलोपैथी|आयुर्वेद|यूनानी|होम्योपैथी|होम्योपैथी|Non-Hindi_C20|30
30|लेखक की बीमारी का कुल खर्च कितना आया?|पचास रुपये|सौ रुपये|दो-ढाई सौ रुपये|पाँच सौ रुपये|दो-ढाई सौ रुपये|Non-Hindi_C20|30
31|पाठ में आए 'रसगुल्ला' शब्द किस शहर से जुड़ा है?|आगरा|मथुरा|लखनऊ|कलकत्ता|कलकत्ता|Non-Hindi_C20|30
32|लेखक ने अपनी बीमारी की तुलना किससे की है?|एक साधारण दर्द से|एक महान नेता से|फुटबॉल के मैच से|एक युद्ध से|फुटबॉल के मैच से|Non-Hindi_C20|30
33|जब लेखक के घर तरह-तरह के डॉक्टर आने लगे, तो घर कैसा लग रहा था?|अस्पताल जैसा|संग्रहालय जैसा|युद्ध का मैदान जैसा|मेला जैसा|मेला जैसा|Non-Hindi_C20|30
34|लेखक को देखने आए लोगों में सबसे ज्यादा कौन थे?|रिश्तेदार|दोस्त|पड़ोसी|ऐसे लोग जो सिर्फ तमाशा देखने आए थे|ऐसे लोग जो सिर्फ तमाशा देखने आए थे|Non-Hindi_C20|30
35|'आपकी बदहजमी है' - यह किसने कहा था?|डॉक्टर ने|वैद्य ने|हकीम ने|पड़ोस की एक बुढ़िया ने|पड़ोस की एक बुढ़िया ने|Non-Hindi_C20|30
36|पेट की सेंक किससे की गई?|गर्म पानी की बोतल से|बिजली के हीटर से|गर्म तौलिये से|एक पुरानी बोतल से|एक पुरानी बोतल से|Non-Hindi_C20|30
37|लेखक को अपने बीमार होने पर खुशी क्यों हो रही थी?|क्योंकि उसे छुट्टी मिल गई थी|क्योंकि उसे 'हातिम' की कब्र पर दीया जलाने का मौका मिल रहा था|क्योंकि उसे पत्नी की सेवा मिल रही थी|क्योंकि उसे स्कूल नहीं जाना था|क्योंकि उसे 'हातिम' की कब्र पर दीया जलाने का मौका मिल रहा था|Non-Hindi_C20|30
38|'मैदा' शब्द का हकीम के संदर्भ में क्या अर्थ है?|आटा|खुला मैदान|पेट (आमाशय)|एक प्रकार की मिठाई|पेट (आमाशय)|Non-Hindi_C20|30
39|इस पाठ में कितने प्रकार की चिकित्सा पद्धतियों का उल्लेख है?|दो|तीन|चार|पाँच|चार|Non-Hindi_C20|30
40|लेखक अंत में किस निष्कर्ष पर पहुँचता है?|डॉक्टर सबसे अच्छे होते हैं|बीमार नहीं पड़ना चाहिए|मनुष्य को अपने शरीर का स्वयं डॉक्टर होना चाहिए|घरेलू इलाज सबसे बेहतर है|मनुष्य को अपने शरीर का स्वयं डॉक्टर होना चाहिए|Non-Hindi_C20|30
41|'इतने समय में हिंदुस्तान का मंत्रिमंडल बन जाता' - लेखक ने यह किस संदर्भ में कहा?|डॉक्टरों के आने में लगने वाले समय के लिए|दवा तैयार होने में लगने वाले समय के लिए|बीमारी ठीक होने में लगने वाले समय के लिए|लोगों के इकट्ठा होने के लिए|दवा तैयार होने में लगने वाले समय के लिए|Non-Hindi_C20|30
42|लेखक के पेट में दर्द कैसा हो रहा था?|हल्का-हल्का|जैसे कोई सुई चुभो रहा हो|जैसे कोई चाकू मार रहा हो|जैसे कोई बम फट रहा हो|जैसे कोई सुई चुभो रहा हो|Non-Hindi_C20|30
43|लेखक की हालत देखकर उसकी पत्नी क्यों घबरा गई?|क्योंकि लेखक रो रहा था|क्योंकि लेखक बेहोश हो गया था|क्योंकि उसे लगा कि यह हैजा है|क्योंकि घर में पैसे नहीं थे|क्योंकि उसे लगा कि यह हैजा है|Non-Hindi_C20|30
44|'प्रेमियों को जो मजा प्रेमिकाओं की आँखों में आता है, वैसा ही मजा...' - लेखक को किसमें आता है?|सोने में|खाने में|बीमार पड़ने में|घूमने में|बीमार पड़ने में|Non-Hindi_C20|30
45|सभी डॉक्टरों और वैद्यों की बातों में क्या समानता थी?|सबने एक ही बीमारी बताई|सबने अपनी पद्धति को सर्वश्रेष्ठ बताया|सबने मुफ्त में इलाज किया|सबने ऑपरेशन की सलाह दी|सबने अपनी पद्धति को सर्वश्रेष्ठ बताया|Non-Hindi_C20|30
46|लेखक के अनुसार, डॉक्टर और वैद्य बुलाने का क्या परिणाम हुआ?|बीमारी ठीक हो गई|बीमारी और बढ़ गई|घर में भीड़ लग गई|पैसे खर्च हो गए|बीमारी और बढ़ गई|Non-Hindi_C20|30
47|इस व्यंग्य का मुख्य पात्र कौन है?|डॉक्टर|वैद्य|स्वयं लेखक|लेखक की पत्नी|स्वयं लेखक|Non-Hindi_C20|30
48|'गीली मिट्टी पेट पर लेप कर धूप में बैठिए' - यह सलाह किसने दी होगी?|एलोपैथिक डॉक्टर ने|होम्योपैथिक डॉक्टर ने|हकीम ने|प्राकृतिक चिकित्सक ने|प्राकृतिक चिकित्सक ने|Non-Hindi_C20|30
49|लेखक ने 'चिकित्सा' के साथ 'चक्कर' शब्द क्यों जोड़ा है?|क्योंकि वह चक्कर खाकर गिर गया था|क्योंकि उसे डॉक्टरों के चक्कर लगाने पड़े|क्योंकि यह एक गोल-मोल बात है|क्योंकि दवाइयाँ गोल होती हैं|क्योंकि उसे डॉक्टरों के चक्कर लगाने पड़े|Non-Hindi_C20|30
50|इस कहानी से क्या सीख मिलती है?|बीमार होने पर तुरंत डॉक्टर के पास जाना चाहिए|अति सर्वत्र वर्जयेत (किसी भी चीज की अधिकता बुरी होती है)|हमें अलग-अलग चिकित्सा पद्धतियाँ आजमानी चाहिए|पत्नी की बात हमेशा माननी चाहिए|अति सर्वत्र वर्जयेत (किसी भी चीज की अधिकता बुरी होती है)|Non-Hindi_C20|30
