id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'सुदामा चरित' कविता के कवि कौन हैं?|रहीम|तुलसीदास|नरोत्तम दास|सूरदास|नरोत्तम दास|Non-Hindi_C21|30
2|सुदामा अपनी पत्नी के कहने पर किसके पास गए थे?|बलराम|श्रीकृष्ण|अर्जुन|विदुर|श्रीकृष्ण|Non-Hindi_C21|30
3|द्वारपाल ने महल के अंदर जाकर श्रीकृष्ण को किसके आने की सूचना दी?|एक दरिद्र ब्राह्मण|एक व्यापारी|एक संन्यासी|एक महात्मा|एक दरिद्र ब्राह्मण|Non-Hindi_C21|30
4|सुदामा की आर्थिक स्थिति कैसी थी?|बहुत अच्छी|अमीर|दरिद्र|मध्यम|दरिद्र|Non-Hindi_C21|30
5|श्रीकृष्ण सुदामा से मिलने के लिए कैसे दौड़े?|रथ पर बैठकर|पैदल|घोड़े पर बैठकर|पालकी में बैठकर|पैदल|Non-Hindi_C21|30
6|सुदामा के सिर पर क्या नहीं था?|पगड़ी (टोपी)|बाल|जूते|धोती|पगड़ी (टोपी)|Non-Hindi_C21|30
7|सुदामा को देखकर श्रीकृष्ण की आँखों में क्या आ गया?|हँसी|क्रोध|आँसू|उदासी|आँसू|Non-Hindi_C21|30
8|कृष्ण ने सुदामा के पैर धोने के लिए किसका उपयोग किया?|जल (पानी)|दूध|अपनी आँखों के आँसू|गुलाब जल|अपनी आँखों के आँसू|Non-Hindi_C21|30
9|सुदामा को श्रीकृष्ण की नगरी 'द्वारका' कैसी लगी?|अपरिचित सी|बहुत सुन्दर|उदास|भयानक|बहुत सुन्दर|Non-Hindi_C21|30
10|श्रीकृष्ण ने बचपन में सुदामा से कौन सी चीज छिपाकर खाई थी?|फल|मिठाई|चॉकलेट|चने|चने|Non-Hindi_C21|30
11|सुदामा अपनी पोटली में क्या छिपा रहे थे?|गेहूँ|चावल (तंदुल)|दाल|मक्खन|चावल (तंदुल)|Non-Hindi_C21|30
12|'सीस पगा न झगा तन में' - इस पंक्ति में 'पगा' का क्या अर्थ है?|पैर|टोपी (पगड़ी)|जूता|गाँव|टोपी (पगड़ी)|Non-Hindi_C21|30
13|सुदामा चरित में किस भाषा का प्रयोग मुख्य रूप से किया गया है?|अवधी|ब्रजभाषा|खड़ी बोली|राजस्थानी|ब्रजभाषा|Non-Hindi_C21|30
14|सुदामा किसके भय से पोटली को छिपा रहे थे?|पत्नी के|श्रीकृष्ण के|मित्रों के|भूख के|श्रीकृष्ण के|Non-Hindi_C21|30
15|श्रीकृष्ण ने सुदामा को कौन-सी भेंट स्वीकारने के लिए विवश किया?|सोने के आभूषण|चावल (तंदुल)|धन|वस्त्र|चावल (तंदुल)|Non-Hindi_C21|30
16|सुदामा जब द्वारका से वापस अपने गाँव पहुँचे, तो उन्हें क्या आश्चर्य हुआ?|उनकी झोंपड़ी महल में बदल गई थी|उनका परिवार वहाँ नहीं था|गाँव बहुत बदल गया था|कृष्ण उनके घर पर थे|उनकी झोंपड़ी महल में बदल गई थी|Non-Hindi_C21|30
17|जब सुदामा द्वारका पहुँचे, तो कृष्ण ने उन्हें किस आसन पर बैठाया?|ज़मीन पर|सोने के सिंहासन पर|अपने पलंग पर|सामान्य चौकी पर|अपने पलंग पर|Non-Hindi_C21|30
18|'कछु भावी नहिं देत बताइ' - यह वाक्य किसने कहा?|श्रीकृष्ण ने सुदामा से|सुदामा ने अपनी पत्नी से|श्रीकृष्ण ने द्वारपाल से|द्वारपाल ने सुदामा से|श्रीकृष्ण ने सुदामा से|Non-Hindi_C21|30
19|सुदामा अपनी पत्नी के भेजे हुए तंदुल क्यों नहीं दे पा रहे थे?|संकोच के कारण|चावल खराब थे|श्रीकृष्ण ने मना कर दिया था|वह भूखे थे|संकोच के कारण|Non-Hindi_C21|30
20|श्रीकृष्ण ने सुदामा के चरण कैसे धोए?|गरम पानी से|ठंडे पानी से|आँसू के जल से|गंगाजल से|आँसू के जल से|Non-Hindi_C21|30
21|सुदामा की दीन-दशा देखकर कौन रो पड़े?|द्वारपाल|श्रीकृष्ण|रुक्मिणी|सुदामा की पत्नी|श्रीकृष्ण|Non-Hindi_C21|30
22|'झगा' शब्द का क्या अर्थ है?|पैर|पगड़ी|जूते|कुर्ता (वस्त्र)|कुर्ता (वस्त्र)|Non-Hindi_C21|30
23|सुदामा जब खाली हाथ घर लौटे तो उनकी पत्नी ने क्या सोचा होगा?|उन्हें दुख हुआ होगा|उन्हें गर्व हुआ होगा|उन्हें ख़ुशी हुई होगी|उन्होंने कृष्ण को बुरा-भला कहा होगा|उन्हें दुख हुआ होगा|Non-Hindi_C21|30
24|'करि गयो तैसेइ रहनि कहनि' - इसमें 'तैसेइ' का क्या अर्थ है?|उसी तरह|अलग तरह|नए तरह|अच्छे तरह|उसी तरह|Non-Hindi_C21|30
25|सुदामा चरित में किस प्रकार के मित्र प्रेम का वर्णन है?|स्वार्थपूर्ण|समानता पर आधारित|अमीर-गरीब के भेद वाला|निःस्वार्थ और सच्चा|निःस्वार्थ और सच्चा|Non-Hindi_C21|30
26|सुदामा किसके गुरुकुल में शिक्षा ग्रहण करने गए थे?|वसिष्ठ|संदीपनि ऋषि|विश्वामित्र|परशुराम|संदीपनि ऋषि|Non-Hindi_C21|30
27|सुदामा के शरीर पर किस चीज़ का फटा हुआ कपड़ा था?|रेशम|सूती|कंबल|गमछा (दुपट्टा)|गमछा (दुपट्टा)|Non-Hindi_C21|30
28|द्वारका में श्रीकृष्ण ने सुदामा का स्वागत कैसे किया?|उन्हें अनदेखा कर दिया|महल में आने से मना कर दिया|दौड़कर गले लगाया|सिर्फ अभिवादन किया|दौड़कर गले लगाया|Non-Hindi_C21|30
29|सुदामा चरित कविता में मुख्य रूप से कौन-सा रस है?|करुण रस|शांत रस|हास्य रस|भक्ति रस|करुण रस|Non-Hindi_C21|30
30|सुदामा के पाँव में क्या नहीं था?|मोज़े|चप्पल|जूते|ए और बी दोनों|जूते|Non-Hindi_C21|30
31|'पानी परात को हाथ छुयो नहिं' - इस पंक्ति में 'परात' का क्या अर्थ है?|छोटा बर्तन|बड़ा थाल|कमंडल|कटोरा|बड़ा थाल|Non-Hindi_C21|30
32|श्रीकृष्ण ने सुदामा की क्या दशा देखी?|सुखी और संपन्न|स्वस्थ और प्रसन्न|दीन और दयनीय|शांत और चिंतित|दीन और दयनीय|Non-Hindi_C21|30
33|जब सुदामा अपने गाँव लौटे तो उन्हें अपनी झोंपड़ी क्यों नहीं मिली?|वह गलत रास्ता भटक गए थे|झोंपड़ी जल गई थी|वह महल में बदल गई थी|झोंपड़ी का स्थान बदल गया था|वह महल में बदल गई थी|Non-Hindi_C21|30
34|सुदामा ने द्वारका में कितने दिन बिताए?|एक रात|दो रात|तीन रात|कई दिन|दो रात|Non-Hindi_C21|30
35|सुदामा की पत्नी ने उन्हें कृष्ण के पास क्या कहकर भेजा था?|धन माँगने के लिए|सिर्फ भेंट करने के लिए|कुछ सहायता माँगने के लिए|उन्हें शिकायत करने के लिए|कुछ सहायता माँगने के लिए|Non-Hindi_C21|30
36|सुदामा को द्वारका से लौटते समय कृष्ण पर क्या भाव आ रहा था?|क्रोध|प्रेम और निराशा का मिश्रण|केवल प्रेम|केवल निराशा|प्रेम और निराशा का मिश्रण|Non-Hindi_C21|30
37|कृष्ण ने सुदामा से उनकी भाभी द्वारा भेजी गई कौन सी वस्तु माँगी?|मिठाई|दही|तंदुल (चावल)|फल|तंदुल (चावल)|Non-Hindi_C21|30
38|कविता में 'तंदुल' शब्द का प्रयोग किसके लिए किया गया है?|गेहूँ|चावल|जौ|बाजरा|चावल|Non-Hindi_C21|30
39|'कहाँ भयो जो अब भयो हरि को राज-समाज' - यह पंक्ति सुदामा के मन के किस भाव को दर्शाती है?|संशय|प्रसन्नता|निराशा|उत्सुकता|निराशा|Non-Hindi_C21|30
40|सुदामा को अपनी पत्नी का कौन-सा कथन अब सत्य लग रहा था?|कृष्ण बहुत अमीर हैं|कृष्ण मित्र-धर्म नहीं निभाते|वह सही कह रही थी|पत्नी द्वारा भेजा गया तंदुल देना चाहिए था|पत्नी द्वारा भेजा गया तंदुल देना चाहिए था|Non-Hindi_C21|30
41|द्वारका के भव्य भवन सुदामा को अपने गाँव के किस घर की याद दिला रहे थे?|अपने घर की|पड़ोसी के घर की|मंदिर की|किसी की नहीं|अपने घर की|Non-Hindi_C21|30
42|सुदामा की झोंपड़ी की जगह क्या बन गया था?|एक छोटा मकान|एक बड़ा महल|एक बगीचा|एक धर्मशाला|एक बड़ा महल|Non-Hindi_C21|30
43|सुदामा महल देखकर किसे अपना मार्ग समझ बैठे?|किसी और मित्र का|अपनी पत्नी का|अपने घर का|गलत जगह का|गलत जगह का|Non-Hindi_C21|30
44|सुदामा की पत्नी ने उन्हें चावल किस कपड़े में बाँधकर दिए थे?|साफ दुपट्टा|फटे हुए कपड़े|रुमाल|टोकरी|फटे हुए कपड़े|Non-Hindi_C21|30
45|कविता में 'कथा' (झोंपड़ी) का वर्णन किस संदर्भ में किया गया है?|सुदामा के घर के लिए|कृष्ण के महल के लिए|द्वारका के लिए|एक कहानी के लिए|सुदामा के घर के लिए|Non-Hindi_C21|30
46|'पूछत ददी बाल की कथा' - यहाँ 'ददी' का क्या अर्थ है?|दीदी|दही|संदेह|कहानी|संदेह|Non-Hindi_C21|30
47|नरोत्तम दास की 'सुदामा चरित' कविता किस काव्य विधा के अंतर्गत आती है?|महाकाव्य|खंडकाव्य|प्रबंध काव्य|मुक्तक काव्य|खंडकाव्य|Non-Hindi_C21|30
48|सुदामा कृष्ण के लिए कौन-सा उपहार लाए थे?|फल|दूध|चावल (तंदुल)|स्वर्ण आभूषण|चावल (तंदुल)|Non-Hindi_C21|30
49|'वही द्वारका, वही मथुरा' - सुदामा के मन में यह भाव क्यों आया?|उन्हें पता चला कि कृष्ण बदल गए हैं|उन्हें अपना घर नहीं मिला|वह कृष्ण को याद कर रहे थे|उन्हें दोनों जगह समान लगी|उन्हें अपना घर नहीं मिला|Non-Hindi_C21|30
50|सुदामा चरित में 'सखा' शब्द किसके लिए प्रयुक्त हुआ है?|पिता|पुत्र|मित्र|गुरु|मित्र|Non-Hindi_C21|30
