id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|"तू जिंदा है तो..." कविता के कवि कौन हैं?|शंकर शैलेन्द्र|बिहारी|कबीर दास|निराला|शंकर शैलेन्द्र|Non-Hindi_C1|30
2|कविता में कवि ने किसके सर कुचलकर साथ चलने की बात की है?|दुःखों के|मुसीबतों के|सुखों के|पहाड़ों के|मुसीबतों के|Non-Hindi_C1|30
3|'कारवाँ' का क्या अर्थ है?|गाड़ी|काफिला|शहर|नदी|काफिला|Non-Hindi_C1|30
4|कवि को किस चीज़ का इंतज़ार है?|मंज़िलों का|धन का|बारिश का|दोस्तों का|मंज़िलों का|Non-Hindi_C1|30
5|'चमन' का क्या अर्थ है?|आकाश|बाग/बगीचा|घर|रेगिस्तान|बाग/बगीचा|Non-Hindi_C1|30
6|कविता में 'स्वर्ग' को कहाँ उतारने की बात कही गई है?|आसमान में|पहाड़ पर|ज़मीन पर|नदी में|ज़मीन पर|Non-Hindi_C1|30
7|यह कविता किस भावना को प्रेरित करती है?|निराशा|गहरा दुःख और आशा|घृणा|क्रोध|गहरा दुःख और आशा|Non-Hindi_C1|30
8|'अग्नि' शब्द का पर्यायवाची क्या है?|पानी|हवा|आग|पृथ्वी|आग|Non-Hindi_C1|30
9|कवि के अनुसार, अगर कहीं स्वर्ग है तो उसे कहाँ लाना है?|उतार ला ज़मीन पर|पहाड़ पर ले जा|आसमान में रहने दो|नदी में बहा दो|उतार ला ज़मीन पर|Non-Hindi_C1|30
10|'सुबह-शाम' कौन सा समास है?|द्वंद्व समास|द्विगु समास|तत्पुरुष समास|कर्मधारय समास|द्वंद्व समास|Non-Hindi_C1|30
11|कविता में 'नई सुबह' किसका प्रतीक है?|अंधेरे का|सुख और उम्मीद का|रात का|दुःख का|सुख और उम्मीद का|Non-Hindi_C1|30
12|'हमारे कारवाँ को मंजिलों का इंतज़ार है' - यह पंक्ति क्या दर्शाती है?|भ्रम|अविश्वास|दृढ़ विश्वास और आशा|डर|दृढ़ विश्वास और आशा|Non-Hindi_C1|30
13|कवि के अनुसार, बुरी नज़र वाले लोग क्या बना रहे हैं?|घर|महल|कब्र|सड़क|कब्र|Non-Hindi_C1|30
14|'यकीन' शब्द का क्या अर्थ है?|शक|भरोसा|डर|चिंता|भरोसा|Non-Hindi_C1|30
