id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'अशोक का शस्त्र त्याग' पाठ की विधा क्या है?|कहानी|निबंध|कविता|एकांकी|एकांकी|Non-Hindi_C9|30
2|इस एकांकी के रचनाकार कौन हैं?|रामवृक्ष बेनीपुरी|वंशीधर श्रीवास्तव|प्रेमचंद|दिनकर|वंशीधर श्रीवास्तव|Non-Hindi_C9|30
3|सम्राट अशोक कहाँ के शासक थे?|कलिंग|मगध|पाटलिपुत्र|अवंती|मगध|Non-Hindi_C9|30
4|अशोक ने किस राज्य पर चढ़ाई की थी?|अवंती|कोसल|कलिंग|गांधार|कलिंग|Non-Hindi_C9|30
5|कलिंग का युद्ध कितने वर्षों से चल रहा था?|दो वर्षों से|तीन वर्षों से|चार वर्षों से|पाँच वर्षों से|चार वर्षों से|Non-Hindi_C9|30
6|युद्ध में किसकी विजय हुई?|कलिंग की|मगध की|दोनों की|किसी की नहीं|मगध की|Non-Hindi_C9|30
7|युद्ध के पश्चात अशोक ने क्या देखा?|खुशहाली और उत्सव|शांति और समृद्धि|लाखों मरे हुए सैनिक और रोती स्त्रियाँ|नया निर्माण|लाखों मरे हुए सैनिक और रोती स्त्रियाँ|Non-Hindi_C9|30
8|अशोक का मन युद्ध से क्यों फिर गया?|वह हार गया था|उसके सैनिक मारे गए थे|युद्ध के भयानक परिणामों को देखकर|उसे संधि करनी थी|युद्ध के भयानक परिणामों को देखकर|Non-Hindi_C9|30
9|कलिंग की राजकुमारी का क्या नाम था?|पद्मा|पद्मिनी|पद्मावती|प्रियंका|पद्मावती|Non-Hindi_C9|30
10|पद्मा ने अशोक के सामने आकर क्या चुनौती दी?|संधि करने की|क्षमा माँगने की|युद्ध करने की (द्वंद्व युद्ध)|राज्य लौटाने की|युद्ध करने की (द्वंद्व युद्ध)|Non-Hindi_C9|30
11|अशोक ने पद्मा से युद्ध करना क्यों स्वीकार नहीं किया?|वह डर गया था|उसके पास हथियार नहीं थे|वह स्त्रियों पर शस्त्र नहीं उठाते थे|वह थक गया था|वह स्त्रियों पर शस्त्र नहीं उठाते थे|Non-Hindi_C9|30
12|'मैं स्त्रियों से शस्त्र नहीं करूँगा' - यह प्रतिज्ञा किसकी थी?|चंद्रगुप्त की|बिंदुसार की|अशोक की|पद्मा के पिता की|अशोक की|Non-Hindi_C9|30
13|पद्मा ने अशोक को किस बात की याद दिलाई?|उसके पिता की हत्या की|लाखों लोगों की हत्या की|उसके राज्य हड़पने की|उपरोक्त सभी|उपरोक्त सभी|Non-Hindi_C9|30
14|अशोक ने अंत में क्या प्रण लिया?|और युद्ध करने का|राज्य विस्तार करने का|कभी हथियार न उठाने का (अहिंसा का)|बदला लेने का|कभी हथियार न उठाने का (अहिंसा का)|Non-Hindi_C9|30
15|अशोक ने किस धर्म को अपना लिया?|जैन धर्म|हिन्दू धर्म|सिख धर्म|बौद्ध धर्म|बौद्ध धर्म|Non-Hindi_C9|30
16|अशोक को बौद्ध धर्म की दीक्षा किसने दी?|एक बौद्ध भिक्षु ने|पद्मा ने|उसके मंत्री ने|स्वयं बुद्ध ने|एक बौद्ध भिक्षु ने|Non-Hindi_C9|30
