id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|ईदगाह कहानी के लेखक कौन हैं?|महादेवी वर्मा|रामवृक्ष बेनीपुरी|प्रेमचंद|निराला|प्रेमचंद|Non-Hindi_C2|30
2|हामिद की दादी का नाम क्या था?|अमीना|सकीना|हमीदा|शबनम|अमीना|Non-Hindi_C2|30
3|हामिद के पास ईदगाह जाने के लिए कितने पैसे थे?|दो पैसे|तीन पैसे|चार पैसे|पाँच पैसे|तीन पैसे|Non-Hindi_C2|30
4|ईदगाह गाँव से कितनी दूर था?|दो कोस|तीन कोस|चार कोस|पाँच कोस|तीन कोस|Non-Hindi_C2|30
5|हामिद के दोस्तों के नाम क्या थे?|मोहसिन, महमूद, नूरे और सम्मी|राम, श्याम, मोहन और सोहन|अकबर, बीरबल, सलीम और अनारकली|रहीम, करीम, सत्तार और गफ्फार|मोहसिन, महमूद, नूरे और सम्मी|Non-Hindi_C2|30
6|महमूद कौन-सा खिलौना खरीदता है?|भिश्ती|सिपाही|गुड़िया|वकील|सिपाही|Non-Hindi_C2|30
7|मोहसिन ने कौन-सा खिलौना खरीदा?|भिश्ती|सिपाही|राजा|धोबिन|भिश्ती|Non-Hindi_C2|30
8|हामिद ने मेले में क्या खरीदा?|मिठाई|खिलौने|चिमटा|कपड़े|चिमटा|Non-Hindi_C2|30
9|हामिद ने चिमटा कितने पैसे में खरीदा?|दो पैसे|तीन पैसे|चार पैसे|एक पैसा|तीन पैसे|Non-Hindi_C2|30
10|हामिद ने चिमटा क्यों खरीदा?|खेलने के लिए|दादी के लिए|दोस्तों को दिखाने के लिए|पैसे बचाने के लिए|दादी के लिए|Non-Hindi_C2|30
11|'ईदगाह' कहानी किस पर आधारित है?|बाल मनोविज्ञान|सामाजिक समस्या|धार्मिक कट्टरता|राजनीति|बाल मनोविज्ञान|Non-Hindi_C2|30
12|अमीना हामिद को अकेले मेले में क्यों नहीं भेजना चाहती थी?|पैसे नहीं थे|भीड़ में खो जाने के डर से|वह बीमार था|वह नाराज थी|भीड़ में खो जाने के डर से|Non-Hindi_C2|30
13|रमजान के कितने दिनों के बाद ईद आती है?|20|25|30|35|30|Non-Hindi_C2|30
14|हामिद की उम्र कितनी थी?|2-3 साल|4-5 साल|6-7 साल|8-9 साल|4-5 साल|Non-Hindi_C2|30
15|गाँव के बच्चे ईदगाह किसके साथ जा रहे थे?|अपने-अपने पिता के साथ|अकेले|अपनी माँ के साथ|दोस्तों के साथ|अपने-अपने पिता के साथ|Non-Hindi_C2|30
16|'रुस्तम-ए-हिन्द' किसे कहा गया है?|चिमटे को|हामिद को|महमूद को|मोहसिन को|चिमटे को|Non-Hindi_C2|30
17|अमीना का क्रोध स्नेह में कब बदल गया?|हामिद के मिठाई लाने पर|हामिद के रोने पर|हामिद का त्याग और विवेक देखकर|हामिद के पैसे मांगने पर|हामिद का त्याग और विवेक देखकर|Non-Hindi_C2|30
18|नूरे ने कौन-सा खिलौना खरीदा था?|सिपाही|भिश्ती|वकील|धोबिन|वकील|Non-Hindi_C2|30
19|खिलौने किस चीज़ के बने थे?|लोहे के|लकड़ी के|मिट्टी के|प्लास्टिक के|मिट्टी के|Non-Hindi_C2|30
20|हामिद के पिता की मृत्यु किस बीमारी से हुई थी?|मलेरिया|चेचक|हैजे|टाइफाइड|हैजे|Non-Hindi_C2|30
21|हामिद की माँ की मृत्यु कैसे हुई थी?|बीमारी से पीली होते-होते|दुर्घटना में|बुखार से|पानी में डूबने से|बीमारी से पीली होते-होते|Non-Hindi_C2|30
22|अमीना हामिद को क्या बताती है कि उसके अब्बाजान क्या लाने गए हैं?|कपड़े|पैसे|मिठाई|गाड़ी|पैसे|Non-Hindi_C2|30
23|सम्मी ने क्या खरीदा था?|खँजरी|सिपाही|गुड़िया|मिठाई|खँजरी|Non-Hindi_C2|30
24|कहानी में किस त्योहार का वर्णन है?|दिवाली|होली|ईद|दशहरा|ईद|Non-Hindi_C2|30
25|हामिद अपने चिमटे को किस तरह उपयोग करने की बात करता है?|बंदूक की तरह|मंजीरे की तरह|चिमटे की तरह|उपरोक्त सभी|उपरोक्त सभी|Non-Hindi_C2|30
26|'प्रदीप्त' शब्द का क्या अर्थ है?|बुझा हुआ|अँधेरा|रोशन या जला हुआ|गंदा|रोशन या जला हुआ|Non-Hindi_C2|30
27|हामिद के चरित्र की प्रमुख विशेषता क्या है?|लालच|स्वार्थ|त्याग और विवेक|डरपोकपन|त्याग और विवेक|Non-Hindi_C2|30
