id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'पीपल' कविता के केंद्र में क्या है?|एक नदी|एक पर्वत|एक पीपल का पेड़|एक गाँव|एक पीपल का पेड़|Non-Hindi_C14|30
2|कविता के अनुसार पीपल का पेड़ कहाँ खड़ा है?|पहाड़ पर|नदी के किनारे|तालाब के पास|निर्जन स्थान में|निर्जन स्थान में|Non-Hindi_C14|30
3|पीपल के पत्ते किस आकार के बताए गए हैं?|गोल|लंबे|त्रिकोण|दिल के आकार के|गोल|Non-Hindi_C14|30
4|हवा चलने पर पीपल के पत्ते कैसे लगते हैं?|शांत रहते हैं|खड़-खड़ करते हैं|नाचते हुए लगते हैं|मुरझा जाते हैं|नाचते हुए लगते हैं|Non-Hindi_C14|30
5|कविता में 'शत-शत' का क्या अर्थ है?|दस|पचास|सैकड़ों|हजारों|सैकड़ों|Non-Hindi_C14|30
6|पीपल के पेड़ के पास क्या स्थित है?|एक मंदिर|एक झरना|एक झील या तालाब|एक घर|एक झील या तालाब|Non-Hindi_C14|30
7|झील के पानी में पीपल के पेड़ का क्या दिखाई देता है?|उसकी छाया|उसका प्रतिबिंब|उसकी जड़ें|उसके फल|उसका प्रतिबिंब|Non-Hindi_C14|30
8|पेड़ पर कौन चहक-चहक कर गाता है?|कौआ|कोयल|विभिन्न पक्षी|तोता|विभिन्न पक्षी|Non-Hindi_C14|30
9|गिलहरी पेड़ के तने पर क्या करती है?|सोती है|खाना खाती है|ऊपर-नीचे दौड़ती है|घर बनाती है|ऊपर-नीचे दौड़ती है|Non-Hindi_C14|30
10|रात में पेड़ पर कौन आराम करता है?|जानवर|यात्री|पक्षी|कोई नहीं|पक्षी|Non-Hindi_C14|30
11|कविता में 'विहग-बंदी' का क्या आशय है?|कैद पक्षी|पक्षियों का समूह|गायक पक्षी|शिकारी पक्षी|पक्षियों का समूह|Non-Hindi_C14|30
12|पीपल का पेड़ कैसा साक्षी माना गया है?|चंचल|मौन|दुखी|सुखी|मौन|Non-Hindi_C14|30
13|'तरु' शब्द का पर्यायवाची क्या है?|जल|पवन|वृक्ष|आकाश|वृक्ष|Non-Hindi_C14|30
14|जब हवा रुक जाती है, तो पेड़ कैसा हो जाता है?|चुपचाप और अचंभित|झूमने लगता है|सूख जाता है|गिर जाता है|चुपचाप और अचंभित|Non-Hindi_C14|30
15|पीपल के कोमल पत्तों का रंग कैसा होता है?|हरा|पीला|लाल|भूरा|लाल|Non-Hindi_C14|30
16|यह कविता किस प्रकार की कविता का उदाहरण है?|वीर रस|प्रकृति-वर्णन|हास्य|शृंगार|प्रकृति-वर्णन|Non-Hindi_C14|30
17|'निर्झर' का क्या अर्थ है?|नदी|झरना|तालाब|समुद्र|झरना|Non-Hindi_C14|30
18|कविता के अनुसार, पशु कहाँ शीतल छाया पाते हैं?|घर में|गुफा में|पीपल के पेड़ के नीचे|पहाड़ पर|पीपल के पेड़ के नीचे|Non-Hindi_C14|30
19|'जल से ऊपर उठता मृणाल' पंक्ति में 'मृणाल' क्या है?|मछली|कमल की नाल|साँप|पत्थर|कमल की नाल|Non-Hindi_C14|30
20|पेड़ की छाल कैसी हो गई है?|चिकनी|पुरानी और दरारों वाली|हरी|नयी|पुरानी और दरारों वाली|Non-Hindi_C14|30
21|यह कविता हमें क्या संदेश देती है?|पेड़ काटने चाहिए|प्रकृति का सम्मान करना चाहिए|शहरों में रहना चाहिए|जानवरों से दूर रहना चाहिए|प्रकृति का सम्मान करना चाहिए|Non-Hindi_C14|30
22|'ऊपर विस्तृत नभ' का क्या अर्थ है?|छोटा आकाश|फैला हुआ आकाश|नीला आकाश|काला आकाश|फैला हुआ आकाश|Non-Hindi_C14|30
23|पीपल के पत्ते हिलकर क्या करते प्रतीत होते हैं?|बातें करते हैं|गाना गाते हैं|रोते हैं|सोते हैं|बातें करते हैं|Non-Hindi_C14|30
24|कौन-सी चिड़िया पेड़ पर फुदकती है?|बुलबुल और मैना|कौआ और चील|मोर और तोता|हंस और बगुला|बुलबुल और मैना|Non-Hindi_C14|30
25|'कोटि' शब्द का क्या अर्थ है?|लाख|हजार|करोड़|अरब|करोड़|Non-Hindi_C14|30
26|पेड़ की जड़ें कहाँ तक फैली हुई हैं?|सिर्फ मिट्टी में|पानी तक|बहुत गहराई तक|चट्टानों तक|पानी तक|Non-Hindi_C14|30
27|चाँदनी रात में तालाब का जल कैसा दिखता है?|काला|गंदा|चाँदी जैसा चमकीला|हरा|चाँदी जैसा चमकीला|Non-Hindi_C14|30
28|'नभ' का पर्यायवाची शब्द क्या है?|पृथ्वी|जल|वायु|आसमान|आसमान|Non-Hindi_C14|30
29|कविता में किस समय का वर्णन प्रमुखता से है?|केवल दिन का|केवल रात का|सुबह और शाम का|दिन और रात दोनों का|दिन और रात दोनों का|Non-Hindi_C14|30
30|पीपल का पेड़ किसका प्रतीक है?|स्थिरता और परोपकार का|स्वार्थ का|दुख का|विनाश का|स्थिरता और परोपकार का|Non-Hindi_C14|30
31|जब सूरज की किरणें पत्तों पर पड़ती हैं, तो वे कैसे लगते हैं?|सोने जैसे चमकते हैं|काले पड़ जाते हैं|मुरझा जाते हैं|जल जाते हैं|सोने जैसे चमकते हैं|Non-Hindi_C14|30
32|'विहग' का क्या अर्थ है?|पशु|पक्षी|कीट|मनुष्य|पक्षी|Non-Hindi_C14|30
33|पेड़ पर रहने वाले सभी जीव-जंतु कैसे रहते हैं?|लड़ते-झगड़ते|शांति और प्रेम से|डरे-सहमे|उदासी से|शांति और प्रेम से|Non-Hindi_C14|30
34|'वसुधा' का क्या अर्थ है?|आकाश|जल|पृथ्वी|अग्नि|पृथ्वी|Non-Hindi_C14|30
35|पीपल का पेड़ सब कुछ चुपचाप क्यों देखता रहता है?|क्योंकि वह बोल नहीं सकता|क्योंकि वह एक मूक दृष्टा है|क्योंकि उसे किसी से मतलब नहीं|क्योंकि वह सो रहा है|क्योंकि वह एक मूक दृष्टा है|Non-Hindi_C14|30
36|कविता में किस ऋतु का आभास होता है?|वर्षा|ग्रीष्म|वसंत|शरद|वसंत|Non-Hindi_C14|30
37|'कमल-दल' का क्या अर्थ है?|कमल का तना|कमल का बीज|कमल की पंखुड़ियाँ|कमल का फूल|कमल की पंखुड़ियाँ|Non-Hindi_C14|30
38|पेड़ के नीचे कौन विश्राम करता है?|केवल बच्चे|केवल बड़े|यात्री और पशु|केवल साधु|यात्री और पशु|Non-Hindi_C14|30
39|'शैल-माला' का क्या अर्थ है?|फूलों की माला|मोतियों की माला|पर्वतों की श्रृंखला|नदियों की श्रृंखला|पर्वतों की श्रृंखला|Non-Hindi_C14|30
40|पीपल का पेड़ हमेशा कैसा रहता है?|व्यस्त और गतिशील|अडिग और स्थिर|कमजोर और झुका हुआ|अकेला और उदास|अडिग और स्थिर|Non-Hindi_C14|30
41|'चंचल' विशेषण किसके लिए प्रयुक्त हुआ है?|पेड़ के लिए|झील के जल के लिए|पहाड़ के लिए|आकाश के लिए|झील के जल के लिए|Non-Hindi_C14|30
42|पीपल के पेड़ पर लगे फल (गोदे) कौन खाता है?|मनुष्य|पक्षी|जानवर|कीड़े|पक्षी|Non-Hindi_C14|30
43|यह कविता हमें किसके करीब ले जाती है?|शहर के|प्रकृति के|बाजार के|इतिहास के|प्रकृति के|Non-Hindi_C14|30
44|'मराल' शब्द किसके लिए आया है?|मोर|हंस|बगुला|कोयल|हंस|Non-Hindi_C14|30
45|पीपल का पेड़ किस बात का गवाह रहा है?|सिर्फ एक दिन का|सिर्फ एक साल का|युगों के बदलाव का|एक युद्ध का|युगों के बदलाव का|Non-Hindi_C14|30
46|'नीरव' का अर्थ क्या है?|शोरगुल|शांति|मधुर संगीत|कर्कश ध्वनि|शांति|Non-Hindi_C14|30
47|पशु-पक्षी पेड़ को क्या समझते हैं?|एक खतरा|अपना घर और आश्रय|एक साधारण पेड़|एक देवता|अपना घर और आश्रय|Non-Hindi_C14|30
48|हवा के झोंकों से पत्तों का हिलना क्या दर्शाता है?|पेड़ का डर|पेड़ का गुस्सा|पेड़ की जीवंतता|पेड़ का बुढ़ापा|पेड़ की जीवंतता|Non-Hindi_C14|30
49|कविता में प्रकृति के विभिन्न उपादानों में क्या दिखाया गया है?|संघर्ष|अलगाव|पारस्परिक संबंध|उदासीनता|पारस्परिक संबंध|Non-Hindi_C14|30
50|'पीपल' कविता हमें क्या बनने की प्रेरणा देती है?|दूसरों के लिए उपयोगी और परोपकारी|स्वार्थी और आत्मकेंद्रित|चंचल और अस्थिर|कमजोर और असहाय|दूसरों के लिए उपयोगी और परोपकारी|Non-Hindi_C14|30
