id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'कबीर के पद' के रचयिता कौन हैं?|सूरदास|तुलसीदास|रहीम|कबीर दास|कबीर दास|Non-Hindi_C11|30
2|कबीर के अनुसार, ईश्वर कहाँ निवास करते हैं?|मंदिर में|मस्जिद में|सच्चे हृदय में|तीर्थ स्थानों में|सच्चे हृदय में|Non-Hindi_C11|30
3|'मोको' शब्द का क्या अर्थ है?|उसको|किसको|मुझको|सबको|मुझको|Non-Hindi_C11|30
4|कबीर किस काल के कवि हैं?|आदिकाल|भक्तिकाल|रीतिकाल|आधुनिक काल|भक्तिकाल|Non-Hindi_C11|30
5|कबीर ने बाह्य आडंबरों का क्या किया है?|समर्थन|विरोध|वर्णन|अनुकरण|विरोध|Non-Hindi_C11|30
6|'देवल' का क्या अर्थ है?|देवालय/मंदिर|देवता|दीवार|गाँव|देवालय/मंदिर|Non-Hindi_C11|30
7|कबीर के अनुसार, ईश्वर को कहाँ ढूँढ़ना व्यर्थ है?|अपने अंदर|सच्चे मन में|मंदिर-मस्जिद में|गुरु के पास|मंदिर-मस्जिद में|Non-Hindi_C11|30
8|'मैं तो तेरे पास में' - इस पंक्ति में 'मैं' कौन है?|कवि|भक्त|ईश्वर|मनुष्य|ईश्वर|Non-Hindi_C11|30
9|कबीर किस भक्ति धारा के कवि थे?|सगुण|निर्गुण|दोनों|इनमें से कोई नहीं|निर्गुण|Non-Hindi_C11|30
10|कबीर ने ईश्वर को 'सब स्वाँसों की स्वाँस में' क्यों कहा है?|क्योंकि ईश्वर हर जीव में बसते हैं|क्योंकि साँस लेना जरूरी है|क्योंकि ईश्वर हवा में हैं|क्योंकि ईश्वर अमर हैं|क्योंकि ईश्वर हर जीव में बसते हैं|Non-Hindi_C11|30
11|'क्रिया-कर्म' से कबीर का क्या आशय है?|अच्छे कर्म|बुरे कर्म|धार्मिक अनुष्ठान|दैनिक कार्य|धार्मिक अनुष्ठान|Non-Hindi_C11|30
12|कबीर के पद में किसका खंडन किया गया है?|प्रेम का|भक्ति का|आडंबर और रूढ़िवाद का|ज्ञान का|आडंबर और रूढ़िवाद का|Non-Hindi_C11|30
13|'काबे' किस धर्म का पवित्र स्थल है?|हिन्दू|सिख|ईसाई|इस्लाम|इस्लाम|Non-Hindi_C11|30
14|कबीर के अनुसार, ईश्वर को तुरंत कैसे पाया जा सकता है?|योग से|वैराग्य से|सच्ची खोज और विश्वास से|व्रत रखने से|सच्ची खोज और विश्वास से|Non-Hindi_C11|30
15|कबीर की भाषा को क्या कहा जाता है?|ब्रजभाषा|अवधी|खड़ी बोली|सधुक्कड़ी/पंचमेल खिचड़ी|सधुक्कड़ी/पंचमेल खिचड़ी|Non-Hindi_C11|30
16|'जोग' और 'बैराग' का क्या अर्थ है?|योग और वैराग्य|जुड़ना और अलग होना|राजा और रंक|सुख और दुःख|योग और वैराग्य|Non-Hindi_C11|30
17|कबीर ने कागज़ की लेखी के स्थान पर किसे महत्व दिया है?|आँखों देखे सत्य को|शास्त्रों को|पुराणों को|गुरु की वाणी को|आँखों देखे सत्य को|Non-Hindi_C11|30
18|'मेरा तेरा मनुआँ कैसे इक होइ रे' - इस पंक्ति में कबीर किससे कह रहे हैं?|ईश्वर से|स्वयं से|आडंबर करने वालों से|समाज से|आडंबर करने वालों से|Non-Hindi_C11|30
19|कबीर के अनुसार, वे किसकी बात करते हैं?|शास्त्रों की|सुनी-सुनाई बातों की|आँखों देखे अनुभव की|कल्पना की|आँखों देखे अनुभव की|Non-Hindi_C11|30
20|कबीर लोगों को किस चक्कर में फँसा हुआ बताते हैं?|पढ़ाई-लिखाई के|धन-दौलत के|बाहरी कर्मकांडों के|परिवार के|बाहरी कर्मकांडों के|Non-Hindi_C11|30
21|'साईं' शब्द का प्रयोग कबीर ने किसके लिए किया है?|गुरु|स्वामी/ईश्वर|राजा|पिता|स्वामी/ईश्वर|Non-Hindi_C11|30
22|कबीर के पद समाज को क्या संदेश देते हैं?|जाति-पाँति में विश्वास करने का|धार्मिक एकता और भाईचारे का|आडंबर करने का|ईश्वर को बाहर ढूँढ़ने का|धार्मिक एकता और भाईचारे का|Non-Hindi_C11|30
23|'खोजी होय तो तुरतै मिलिहौं' - यहाँ 'तुरतै' का क्या अर्थ है?|धीरे-धीरे|कभी नहीं|तुरंत|मुश्किल से|तुरंत|Non-Hindi_C11|30
24|कबीर ने साधक को कैसा होने को कहा है?|अज्ञानी|पाखंडी|सच्चा खोजी|धनवान|सच्चा खोजी|Non-Hindi_C11|30
25|'पद' साहित्य की किस विधा के अंतर्गत आता है?|गद्य|पद्य (कविता)|नाटक|निबंध|पद्य (कविता)|Non-Hindi_C11|30
26|कबीर के अनुसार, माला फेरने से क्या होता है?|ईश्वर मिलते हैं|मन शुद्ध होता है|कुछ नहीं होता, यदि मन में कपट हो|पुण्य मिलता है|कुछ नहीं होता, यदि मन में कपट हो|Non-Hindi_C11|30
27|'कोनै क्रिया-कर्म में' - पंक्ति का आशय है?|किसी भी क्रिया-कर्म में|सभी क्रिया-कर्म में|सिर्फ अच्छे कर्म में|सिर्फ बुरे कर्म में|किसी भी क्रिया-कर्म में|Non-Hindi_C11|30
28|कबीर के पद किस पर बल देते हैं?|कर्मकांड पर|मूर्ति पूजा पर|आंतरिक शुद्धता और अनुभव पर|जाति व्यवस्था पर|आंतरिक शुद्धता और अनुभव पर|Non-Hindi_C11|30
29|'कैलास' पर्वत किस देवता का निवास स्थान माना जाता है?|विष्णु|ब्रह्मा|शिव|इंद्र|शिव|Non-Hindi_C11|30
30|कबीर ने हिंदू-मुसलमान दोनों को क्या सलाह दी है?|अलग-अलग रहने की|आपसी भेदभाव मिटाने की|अपने-अपने धर्म का प्रचार करने की|तीर्थ यात्रा करने की|आपसी भेदभाव मिटाने की|Non-Hindi_C11|30
31|'पल भर की तालास में' - इसका क्या मतलब है?|पूरे दिन की तलाश में|कुछ वर्षों की तलाश में|क्षण भर की सच्ची तलाश में|जीवन भर की तलाश में|क्षण भर की सच्ची तलाश में|Non-Hindi_C11|30
32|कबीर दास का व्यक्तित्व कैसा था?|डरपोक और शांत|क्रांतिकारी और समाज-सुधारक|रूढ़िवादी|स्वार्थी|क्रांतिकारी और समाज-सुधारक|Non-Hindi_C11|30
33|कबीर ने अपने पद में स्वयं को क्या कहा है?|ईश्वर का दूत|एक साधारण इंसान|सुलझाने वाला|एक कवि|सुलझाने वाला|Non-Hindi_C11|30
34|'मैं कहता आँखन देखी' - इस पंक्ति में कबीर का क्या भाव है?|अहंकार|अनुभव पर आधारित सत्य|अज्ञानता|कल्पना|अनुभव पर आधारित सत्य|Non-Hindi_C11|30
35|कबीर के गुरु का क्या नाम था?|रैदास|नानक|रामानंद|वल्लभाचार्य|रामानंद|Non-Hindi_C11|30
36|कबीर ने किसे एक ही माना है?|राम और रहीम को|मंदिर और मस्जिद को|हिंदू और मुसलमान को|उपरोक्त सभी|उपरोक्त सभी|Non-Hindi_C11|30
37|'तू कहता कागद की लेखी' - यहाँ 'कागद की लेखी' का क्या अर्थ है?|अखबार|पत्र|किताबी या शास्त्रीय ज्ञान|कहानी|किताबी या शास्त्रीय ज्ञान|Non-Hindi_C11|30
38|कबीर के पदों का मुख्य स्वर क्या है?|श्रृंगार|वीरता|सामाजिक और धार्मिक सुधार|प्रकृति प्रेम|सामाजिक और धार्मिक सुधार|Non-Hindi_C11|30
39|'बंदे' शब्द का प्रयोग किसके लिए हुआ है?|जानवर के लिए|मनुष्य के लिए|ईश्वर के लिए|देवता के लिए|मनुष्य के लिए|Non-Hindi_C11|30
40|कबीर के अनुसार, ईश्वर को पाने के लिए क्या आवश्यक है?|धन|बल|निर्मल मन|पांडित्य|निर्मल मन|Non-Hindi_C11|30
41|'ना मैं जप में, ना मैं तप में' - इस पंक्ति से क्या पता चलता है?|कबीर जप-तप करते थे|ईश्वर जप-तप से नहीं मिलते|जप-तप करना अच्छा है|ईश्वर जप-तप में रहते हैं|ईश्वर जप-तप से नहीं मिलते|Non-Hindi_C11|30
42|कबीर के पद हमें क्या बनने की प्रेरणा देते हैं?|धनी|ज्ञानी|तार्किक और विवेकशील|कर्मकांडी|तार्किक और विवेकशील|Non-Hindi_C11|30
43|कबीर ने किसे सबसे ऊँचा स्थान दिया है?|धर्म को|जाति को|मानवता और प्रेम को|धन को|मानवता और प्रेम को|Non-Hindi_C11|30
44|'उरझावन' का क्या अर्थ है?|सुलझाना|उलझाना या फँसाना|समझना|देखना|उलझाना या फँसाना|Non-Hindi_C11|30
45|कबीर ने लोगों को किस बात के लिए फटकारा है?|गरीबी के लिए|अज्ञानता के लिए|पाखंड और भेदभाव के लिए|अशिक्षा के लिए|पाखंड और भेदभाव के लिए|Non-Hindi_C11|30
46|'तालास' शब्द का क्या अर्थ है?|तालाब|बंद करना|खोज|पाना|खोज|Non-Hindi_C11|30
47|यह पद किस शैली में लिखा गया है?|प्रश्नात्मक|आत्मकथात्मक|उपदेशात्मक और संबोधनात्मक|वर्णनात्मक|उपदेशात्मक और संबोधनात्मक|Non-Hindi_C11|30
48|कबीर के अनुसार सच्चा ज्ञानी कौन है?|जो वेद-पुराण पढ़े|जो प्रेम का ढाई अक्षर पढ़े|जो तीर्थ यात्रा करे|जो माला जपे|जो प्रेम का ढाई अक्षर पढ़े|Non-Hindi_C11|30
49|'मसि कागद छुयो नहीं, कलम गही नहिं हाथ' - यह पंक्ति किसके लिए कही गई है?|तुलसीदास|सूरदास|रहीम|कबीरदास|कबीरदास|Non-Hindi_C11|30
50|कबीर के पदों की सबसे बड़ी विशेषता क्या है?|अलंकारों का प्रयोग|सरल भाषा में गहरी बात कहना|कठिन शब्दों का प्रयोग|लंबा वर्णन|सरल भाषा में गहरी बात कहना|Non-Hindi_C11|30
