id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'कर्मवीर' कविता के कवि कौन हैं?|अयोध्या सिंह उपाध्याय 'हरिऔध'|सूर्यकांत त्रिपाठी 'निराला'|रामधारी सिंह 'दिनकर'|गोपाल सिंह 'नेपाली'|अयोध्या सिंह उपाध्याय 'हरिऔध'|Non-Hindi_C3|30
2|कर्मवीर व्यक्ति बाधाओं को देखकर क्या करते हैं?|घबरा जाते हैं|छिप जाते हैं|उनका सामना करते हैं|वापस लौट जाते हैं|उनका सामना करते हैं|Non-Hindi_C3|30
3|कर्मवीर किस पर भरोसा करते हैं?|भाग्य पर|दोस्तों पर|अपने कर्म पर|सरकार पर|अपने कर्म पर|Non-Hindi_C3|30
4|'चिलचिलाती धूप' को कर्मवीर क्या बना देते हैं?|अंधकार|चाँदनी|बारिश|छाया|चाँदनी|Non-Hindi_C3|30
5|कर्मवीर आज के काम को कब करते हैं?|कल पर टाल देते हैं|आज ही कर लेते हैं|परसों करते हैं|कभी नहीं करते|आज ही कर लेते हैं|Non-Hindi_C3|30
6|सभ्यता और संस्कृति के रक्षक और निर्माता कौन हैं?|आलसी व्यक्ति|कर्मवीर|भाग्यवादी|धनी व्यक्ति|कर्मवीर|Non-Hindi_C3|30
7|कर्मवीर असंभव को क्या बना देते हैं?|और भी असंभव|संभव|छोड़ देते हैं|अज्ञात|संभव|Non-Hindi_C3|30
8|कवि के अनुसार, कर्मवीर किसकी सुनते हैं?|अपने मन की|दूसरों की|सिर्फ दिल की|सिर्फ दिमाग की|अपने मन की|Non-Hindi_C3|30
9|'पर्वत' का पर्यायवाची शब्द क्या है?|नदी|सागर|पहाड़|आकाश|पहाड़|Non-Hindi_C3|30
10|कर्मवीर समय को किस तरह बिताते हैं?|व्यर्थ की बातों में|सोकर|काम करके|घूमकर|काम करके|Non-Hindi_C3|30
11|जंगल में 'महामंगल' कौन रचा देते हैं?|जानवर|सरकार|कर्मवीर|संत-महात्मा|कर्मवीर|Non-Hindi_C3|30
12|'बाधा' शब्द का क्या अर्थ है?|सहायता|अवसर|रुकावट|रास्ता|रुकावट|Non-Hindi_C3|30
13|कर्मवीर कठिन से कठिन काम के प्रति कैसी भावना रखते हैं?|उकताते नहीं हैं|डर जाते हैं|उसे टाल देते हैं|चिढ़ जाते हैं|उकताते नहीं हैं|Non-Hindi_C3|30
14|'वीर' शब्द का विलोम क्या है?|साहसी|बहादुर|कायर|योद्धा|कायर|Non-Hindi_C3|30
15|पर्वत को काटकर कर्मवीर क्या बना देते हैं?|नदी|सड़क|घर|मैदान|सड़क|Non-Hindi_C3|30
16|मरुभूमि में नदियाँ कौन बहा सकते हैं?|इंद्र देवता|सरकार|कर्मवीर|किसान|कर्मवीर|Non-Hindi_C3|30
17|कविता के अनुसार, कर्मवीर दूसरों के लिए क्या बनते हैं?|समस्या|उदाहरण (नमूना)|बाधा|दुश्मन|उदाहरण (नमूना)|Non-Hindi_C3|30
18|'उकताते' शब्द का क्या मतलब है?|उत्साहित होना|ऊब जाना या थक जाना|प्रसन्न होना|प्रयास करना|ऊब जाना या थक जाना|Non-Hindi_C3|30
19|कर्मवीर की पहचान क्या है?|वे बहुत बातें करते हैं|वे भाग्य के भरोसे रहते हैं|वे कर्म के प्रति निष्ठा रखते हैं|वे हमेशा आराम करते हैं|वे कर्म के प्रति निष्ठा रखते हैं|Non-Hindi_C3|30
20|'हरिऔध' जी का पूरा नाम क्या है?|रामधारी सिंह उपाध्याय|अयोध्या सिंह उपाध्याय|शिवपूजन सिंह उपाध्याय|सूर्यकांत सिंह उपाध्याय|अयोध्या सिंह उपाध्याय|Non-Hindi_C3|30
21|कविता में 'जल-राशि' का प्रयोग किसके लिए हुआ है?|नदी|झरना|समुद्र|तालाब|समुद्र|Non-Hindi_C3|30
22|कर्मवीर व्यक्ति उलझनों में क्या नहीं करते?|काम नहीं करते|पछताते नहीं हैं|सोचते नहीं हैं|खाते नहीं हैं|पछताते नहीं हैं|Non-Hindi_C3|30
23|कौन सी चीज़ कर्मवीरों के हाथ में आकर धन बन जाती है?|मिट्टी|पत्थर|कोयला|लोहा|कोयला|Non-Hindi_C3|30
24|'संपदा' का क्या अर्थ है?|विपत्ति|समस्या|धन-दौलत|गरीबी|धन-दौलत|Non-Hindi_C3|30
25|कर्मवीर किसकी सहायता करते हैं?|सिर्फ अपनी|सबकी|किसी की नहीं|सिर्फ अमीरों की|सबकी|Non-Hindi_C3|30
26|'व्योम' का क्या अर्थ है?|पृथ्वी|जल|अग्नि|आकाश|आकाश|Non-Hindi_C3|30
27|कर्मवीर अपने समय को कैसा समझते हैं?|व्यर्थ|अमूल्य|साधारण|खराब|अमूल्य|Non-Hindi_C3|30
28|'मनुष्य' का पर्यायवाची क्या है?|दानव|देवता|मानव|पशु|मानव|Non-Hindi_C3|30
29|कर्मवीर के वचन कैसे होते हैं?|झूठे|कड़वे|व्यर्थ|सच्चे और कर्म से मेल खाते हुए|सच्चे और कर्म से मेल खाते हुए|Non-Hindi_C3|30
30|देश और जाति की भलाई के लिए कर्मवीर क्या करते हैं?|सिर्फ सोचते हैं|अपना सब कुछ समर्पित कर देते हैं|दूसरों को करने देते हैं|कुछ नहीं करते|अपना सब कुछ समर्पित कर देते हैं|Non-Hindi_C3|30
31|कविता के अनुसार, हीरे कहाँ से निकलते हैं?|पेड़ों से|काँच की खान से|पहाड़ों से|नदियों से|काँच की खान से|Non-Hindi_C3|30
32|'विघ्न' और 'बाधा' कैसे शब्द हैं?|विलोम|पर्यायवाची|अनेकार्थी|निरर्थक|पर्यायवाची|Non-Hindi_C3|30
33|कर्मवीर किसी काम को आरंभ करके क्या करते हैं?|अधूरा छोड़ देते हैं|उसे पूरा करते हैं|दूसरों को सौंप देते हैं|भूल जाते हैं|उसे पूरा करते हैं|Non-Hindi_C3|30
34|'मरुभूमि' का क्या अर्थ है?|उपजाऊ भूमि|हरी-भरी भूमि|रेगिस्तान|पठार|रेगिस्तान|Non-Hindi_C3|30
35|कर्मवीर की भुजाओं में क्या होता है?|सोना|चाँदी|अनंत बल|कुछ नहीं|अनंत बल|Non-Hindi_C3|30
36|'उमंग' का क्या अर्थ है?|निराशा|उदासी|जोश और उत्साह|डर|जोश और उत्साह|Non-Hindi_C3|30
37|यह कविता क्या प्रेरणा देती है?|भाग्य के भरोसे रहने की|कर्मठ और उद्यमी बनने की|आलसी बनने की|काम से बचने की|कर्मठ और उद्यमी बनने की|Non-Hindi_C3|30
38|'अटल' का क्या अर्थ है?|जो टल जाए|जो स्थिर रहे|जो चलता रहे|जो रुक जाए|जो स्थिर रहे|Non-Hindi_C3|30
39|कर्मवीर की जीभ पर क्या होता है?|झूठ|कड़वाहट|सत्य और मधुरता|चुगली|सत्य और मधुरता|Non-Hindi_C3|30
40|कर्मवीर क्या देखकर अपना मुँह नहीं मोड़ते?|सफलता|विफलता|कठिन मार्ग|सरल मार्ग|कठिन मार्ग|Non-Hindi_C3|30
41|'सपूत' का क्या अर्थ है?|बुरा पुत्र|नालायक पुत्र|अच्छा और योग्य पुत्र|अमीर पुत्र|अच्छा और योग्य पुत्र|Non-Hindi_C3|30
42|कवि ने 'लोहे का चना चबाना' मुहावरे का प्रयोग किसके लिए किया है?|आसान काम के लिए|कठिन काम करने के लिए|भोजन करने के लिए|खेलने के लिए|कठिन काम करने के लिए|Non-Hindi_C3|30
43|कर्मवीर किसका लोहा मना देते हैं?|समय का|भाग्य का|अपनी प्रतिभा का|धन का|अपनी प्रतिभा का|Non-Hindi_C3|30
44|'विविध' शब्द का क्या अर्थ है?|एक|समान|अनेक प्रकार के|कुछ नहीं|अनेक प्रकार के|Non-Hindi_C3|30
45|कविता के अनुसार, कौन कभी पछताता नहीं है?|आलसी व्यक्ति|भाग्यवादी|कर्मवीर|डरपोक व्यक्ति|कर्मवीर|Non-Hindi_C3|30
46|'फूलना-फलना' का क्या अर्थ है?|मोटा होना|विकास करना और समृद्ध होना|बीमार पड़ना|सो जाना|विकास करना और समृद्ध होना|Non-Hindi_C3|30
47|कर्मवीर धन को कहाँ छिपाते हैं?|तिजोरी में|बैंक में|संचय कोष में|जमीन में|संचय कोष में|Non-Hindi_C3|30
48|यह कविता किस शैली में लिखी गई है?|प्रश्नात्मक|आह्वानपरक और प्रेरणादायक|व्यंग्यात्मक|हास्य|आह्वानपरक और प्रेरणादायक|Non-Hindi_C3|30
49|'जग' का क्या अर्थ है?|पानी का बर्तन|संसार|घर|शहर|संसार|Non-Hindi_C3|30
