id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'ठेस' कहानी के लेखक कौन हैं?|प्रेमचंद|रामवृक्ष बेनीपुरी|फणीश्वरनाथ 'रेणु'|महादेवी वर्मा|फणीश्वरनाथ 'रेणु'|Non-Hindi_C7|30
2|'ठेस' कहानी का मुख्य पात्र कौन है?|मानू|मँझली भाभी|लेखक|सिरचन|सिरचन|Non-Hindi_C7|30
3|सिरचन क्या काम करता था?|खेती|कारीगरी (चीक, शीतलपाटी बनाना)|मजदूरी|व्यापार|कारीगरी (चीक, शीतलपाटी बनाना)|Non-Hindi_C7|30
4|सिरचन को लोग क्या समझते थे?|मेहनती|ईमानदार|चतुर और कामचोर|बुद्धिमान|चतुर और कामचोर|Non-Hindi_C7|30
5|लेखक की माँ सिरचन को क्यों बुलाती है?|बातें करने के लिए|खेत में काम के लिए|मानू के लिए चीक बनवाने|घर की मरम्मत के लिए|मानू के लिए चीक बनवाने|Non-Hindi_C7|30
6|मानू कौन थी?|लेखक की बहन|लेखक की पत्नी|लेखक की बेटी|पड़ोसिन|लेखक की बहन|Non-Hindi_C7|30
7|सिरचन को काम के बदले क्या पसंद था?|सिर्फ पैसे|स्वादिष्ट भोजन|नए कपड़े|तारीफ|स्वादिष्ट भोजन|Non-Hindi_C7|30
8|किस चीज की गंध से सिरचन को पता चल जाता था कि घी की रसोई बन रही है?|पूड़ी की|तरकारी की|चावल की|दाल की|तरकारी की|Non-Hindi_C7|30
9|सिरचन को पान का बीड़ा कौन देता था?|लेखक की माँ|मँझली भाभी|मानू दीदी|लेखक|मानू दीदी|Non-Hindi_C7|30
10|मँझली भाभी के किस बात से सिरचन को 'ठेस' लगी?|पैसे कम देने से|अपमानजनक बातें कहने से|खाना न देने से|काम जल्दी करने को कहने से|अपमानजनक बातें कहने से|Non-Hindi_C7|30
11|'ठेस' कहानी किस पृष्ठभूमि पर आधारित है?|शहरी|औद्योगिक|ग्रामीण|ऐतिहासिक|ग्रामीण|Non-Hindi_C7|30
12|सिरचन कैसा कलाकार था?|साधारण|अनाड़ी|स्वाभिमानी और कुशल|लालची|स्वाभिमानी और कुशल|Non-Hindi_C7|30
13|काम अधूरा छोड़कर सिरचन क्यों चला गया?|पैसे नहीं मिले|उसका अपमान हुआ|वह बीमार हो गया|उसे दूसरा काम मिल गया|उसका अपमान हुआ|Non-Hindi_C7|30
14|'शीतलपाटी' क्या है?|एक प्रकार की मिठाई|एक प्रकार का कपड़ा|घास से बनी चिकनी चटाई|एक प्रकार का बर्तन|घास से बनी चिकनी चटाई|Non-Hindi_C7|30
15|मानू ससुराल क्या-क्या सौगात ले जा रही थी?|मिठाई और कपड़े|चीक, शीतलपाटी और कुश की आसनी|गहने|बर्तन|चीक, शीतलपाटी और कुश की आसनी|Non-Hindi_C7|30
16|सिरचन मानू को उपहार देने कहाँ पहुँचा?|उसके घर|खेत में|रेलवे स्टेशन पर|बाजार में|रेलवे स्टेशन पर|Non-Hindi_C7|30
17|स्टेशन पर सिरचन ने मानू को क्या-क्या दिया?|पैसे|मिठाई|एक जोड़ा चीक, शीतलपाटी और कुश की आसनी|कुछ नहीं|एक जोड़ा चीक, शीतलपाटी और कुश की आसनी|Non-Hindi_C7|30
18|सिरचन ने मानू से उपहार के बदले क्या माँगा?|पैसे|खाना|कुछ नहीं, सिर्फ दुआएँ|कपड़े|कुछ नहीं, सिर्फ दुआएँ|Non-Hindi_C7|30
19|यह कहानी एक कलाकार के किस पक्ष को उजागर करती है?|उसके लालच को|उसके स्वाभिमान और संवेदनशील मन को|उसकी कामचोरी को|उसकी मूर्खता को|उसके स्वाभिमान और संवेदनशील मन को|Non-Hindi_C7|30
20|'मोहर छाप वाली धोती' का दाम सिरचन को कौन देने वाला था?|लेखक|मँझली भाभी|मानू|लेखक की माँ|लेखक की माँ|Non-Hindi_C7|30
21|'ठेस' का क्या अर्थ है?|खुशी|गर्व|मन को लगने वाली चोट या आघात|भूख|मन को लगने वाली चोट या आघात|Non-Hindi_C7|30
22|सिरचन की कला को कौन महत्व देता था?|मँझली भाभी|गाँव के सभी लोग|लेखक और उसकी माँ|कोई नहीं|लेखक और उसकी माँ|Non-Hindi_C7|30
23|कहानी के अंत में सिरचन का चरित्र कैसा प्रतीत होता है?|लालची|बदला लेने वाला|एक महान और स्वाभिमानी कलाकार|स्वार्थी|एक महान और स्वाभिमानी कलाकार|Non-Hindi_C7|30
24|'फणीश्वरनाथ रेणु' किस प्रकार के कथाकार हैं?|शहरी|जासूसी|आंचलिक|ऐतिहासिक|आंचलिक|Non-Hindi_C7|30
25|मँझली भाभी सिरचन को क्या खाने को देती है?|खीर-पूड़ी|दही-चूड़ा|बूंदिया और चूड़ा|रोटी-सब्जी|बूंदिया और चूड़ा|Non-Hindi_C7|30
26|सिरचन को घी की 'डार' के साथ क्या पसंद था?|चूड़ा|रोटी|चावल|पूड़ी|चूड़ा|Non-Hindi_C7|30
27|चाची ने सिरचन को किससे सूप से मारा था?|बांस की तीली से|पत्ते से|कपड़े से|हाथ से|बांस की तीली से|Non-Hindi_C7|30
28|कहानी में किस रिश्ते की गहराई को दिखाया गया है?|भाई-बहन|माँ-बेटा|कला और कलाकार|पति-पत्नी|कला और कलाकार|Non-Hindi_C7|30
29|मानू का दूल्हा क्या काम करता था?|किसान|वकील|अफसर|शिक्षक|अफसर|Non-Hindi_C7|30
30|'चिक' किससे बनाई जाती है?|घास से|कपड़े से|बांस की पतली तीलियों से|प्लास्टिक से|बांस की पतली तीलियों से|Non-Hindi_C7|30
31|सिरचन किस बात का पक्का था?|समय का|काम का|दाम का|स्वाद का|दाम का|Non-Hindi_C7|30
32|सिरचन को बुलाने से पहले लेखक की माँ क्या सोचती थी?|वह बहुत पैसे लेगा|वह काम नहीं करेगा|उसे क्या नाश्ता दिया जाएगा|वह देर से आएगा|उसे क्या नाश्ता दिया जाएगा|Non-Hindi_C7|30
33|'बेपानी' होने का क्या अर्थ है?|प्यासा होना|इज्जत जाना|गीला होना|नहाना|इज्जत जाना|Non-Hindi_C7|30
34|यह कहानी समाज की किस मानसिकता को दर्शाती है?|कलाकारों का सम्मान|कलाकारों का तिरस्कार|अमीरी-गरीबी का भेद|जातिवाद|कलाकारों का तिरस्कार|Non-Hindi_C7|30
35|सिरचन के आँसुओं को लेखक ने किससे तौला?|सोने से|चाँदी से|मोती से|पानी से|मोती से|Non-Hindi_C7|30
36|कहानी में 'पनियाई' आँखों का क्या मतलब है?|आँखों में पानी भरना|प्यासी आँखें|सुंदर आँखें|नशीली आँखें|आँखों में पानी भरना|Non-Hindi_C7|30
37|सिरचन ने चीक में क्या डालकर उसे रंगीन बनाया था?|रंग|फूल-पत्ती|रंगीन सुतली|कुछ नहीं|रंगीन सुतली|Non-Hindi_C7|30
38|मानू को विदा होते देख किसकी आँखें भर आईं?|सिर्फ माँ की|सिर्फ लेखक की|सिरचन की|माँ, लेखक और सिरचन सबकी|माँ, लेखक और सिरचन सबकी|Non-Hindi_C7|30
39|'अधूरी चिक में क्या पड़ा हुआ था?' - यह सवाल कौन पूछता है?|मानू|मँझली भाभी|लेखक|चाची|लेखक|Non-Hindi_C7|30
40|'सतरंगे' का क्या अर्थ है?|सात रंग|सफेद रंग|काला रंग|एक रंग|सात रंग|Non-Hindi_C7|30
41|सिरचन अपने काम में क्या था?|असावधान|माहिर और मग्न रहने वाला|सुस्त|जल्दबाज|माहिर और मग्न रहने वाला|Non-Hindi_C7|30
42|गाँव के लोग सिरचन को क्यों नहीं बुलाते थे?|क्योंकि वह बहुत महंगा था|क्योंकि वे उसे कामचोर समझते थे|क्योंकि वह मिलता नहीं था|क्योंकि वह काम खराब करता था|क्योंकि वे उसे कामचोर समझते थे|Non-Hindi_C7|30
43|'मुरझाया हुआ' चेहरा किसका था?|मानू का|मँझली भाभी का|सिरचन का|लेखक का|सिरचन का|Non-Hindi_C7|30
44|कहानी के अंत में सिरचन का कार्य क्या दर्शाता है?|उसका लालच|उसका बड़प्पन और कला के प्रति सम्मान|उसका डर|उसका स्वार्थ|उसका बड़प्पन और कला के प्रति सम्मान|Non-Hindi_C7|30
45|'विधाता' का क्या अर्थ है?|विनाश करने वाला|पालन करने वाला|रचना करने वाला (ईश्वर)|संभालने वाला|रचना करने वाला (ईश्वर)|Non-Hindi_C7|30
46|'बबुआनी' शब्द किसके लिए प्रयोग हुआ है?|बच्चों के लिए|बूढ़ों के लिए|घर की स्त्रियों के लिए|पुरुषों के लिए|घर की स्त्रियों के लिए|Non-Hindi_C7|30
47|सिरचन ने अपनी उँगलियों में किससे घाव कर लिया था?|चाकू से|दाँत से|मोथी घास से|सुई से|मोथी घास से|Non-Hindi_C7|30
48|'सौगात' का क्या अर्थ है?|समस्या|उपहार या भेंट|पैसा|भोजन|उपहार या भेंट|Non-Hindi_C7|30
49|इस कहानी का संदेश क्या है?|कलाकारों का सम्मान करना चाहिए|ग्रामीण जीवन कठिन होता है|हमें लालची नहीं होना चाहिए|पैसे ही सब कुछ हैं|कलाकारों का सम्मान करना चाहिए|Non-Hindi_C7|30
50|मँझली भाभी हमेशा किसमें रोष से भरी रहती थी?|अपने पति पर|सिरचन पर|मानू पर|अपनी सास पर|सिरचन पर|Non-Hindi_C7|30
