id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'ईर्ष्या, तू न गई मेरे मन से' के लेखक कौन हैं?|प्रेमचंद|रामधारी सिंह 'दिनकर'|निराला|महादेवी वर्मा|रामधारी सिंह 'दिनकर'|Non-Hindi_C10|30
2|यह पाठ साहित्य की कौन-सी विधा है?|कहानी|कविता|निबंध|एकांकी|निबंध|Non-Hindi_C10|30
3|लेखक के अनुसार, ईर्ष्यालु व्यक्ति कैसा होता है?|खुशमिजाज|शांत|दुखी और चिंतित|संतुष्ट|दुखी और चिंतित|Non-Hindi_C10|30
4|ईर्ष्या का सबसे पहला शिकार कौन होता है?|जिससे ईर्ष्या की जाती है|समाज|स्वयं ईर्ष्या करने वाला व्यक्ति|परिवार|स्वयं ईर्ष्या करने वाला व्यक्ति|Non-Hindi_C10|30
5|ईर्ष्यालु व्यक्ति किस बात से जलता है?|अपनी कमियों से|दूसरों के सुख और सफलता से|मौसम से|अपने भाग्य से|दूसरों के सुख और सफलता से|Non-Hindi_C10|30
6|लेखक ने ईर्ष्या को क्या कहा है?|एक वरदान|एक अनोखा वरदान|एक अभिशाप|एक साधारण भाव|एक अनोखा वरदान|Non-Hindi_C10|30
7|ईर्ष्या की बड़ी बेटी का नाम क्या है?|निंदा|चिंता|क्रोध|घृणा|निंदा|Non-Hindi_C10|30
8|ईर्ष्यालु व्यक्ति दूसरों की निंदा क्यों करता है?|अपना बड़प्पन दिखाने के लिए|लोगों को नीचा दिखाने के लिए|अपना तनाव कम करने के लिए|सच बताने के लिए|लोगों को नीचा दिखाने के लिए|Non-Hindi_C10|30
9|नीत्शे कौन थे?|एक भारतीय दार्शनिक|एक जर्मन दार्शनिक|एक अमेरिकी वैज्ञानिक|एक फ्रांसीसी लेखक|एक जर्मन दार्शनिक|Non-Hindi_C10|30
10|नीत्शे के अनुसार, ईर्ष्यालु व्यक्ति किसकी तरह होता है?|शेर की तरह|मक्खी की तरह|चींटी की तरह|साँप की तरह|मक्खी की तरह|Non-Hindi_C10|30
11|ईर्ष्या और प्रतिस्पर्द्धा में क्या अंतर है?|दोनों एक ही हैं|ईर्ष्या दूसरों को गिराना चाहती है, प्रतिस्पर्द्धा खुद को बेहतर बनाना चाहती है|ईर्ष्या अच्छी है, प्रतिस्पर्द्धा बुरी है|ईर्ष्या में खुशी मिलती है|ईर्ष्या दूसरों को गिराना चाहती है, प्रतिस्पर्द्धा खुद को बेहतर बनाना चाहती है|Non-Hindi_C10|30
12|लेखक ने अपने किस पड़ोसी का उदाहरण दिया है?|शिक्षक|डॉक्टर|वकील|इंजीनियर|वकील|Non-Hindi_C10|30
13|वकील साहब किस बात से दुखी थे?|अपने केस हारने से|बीमा एजेंट की मोटर गाड़ी से|अपनी गरीबी से|अपने स्वास्थ्य से|बीमा एजेंट की मोटर गाड़ी से|Non-Hindi_C10|30
14|ईर्ष्या से बचने का क्या उपाय है?|एकांत में रहना|मानसिक अनुशासन|धन कमाना|घूमने जाना|मानसिक अनुशासन|Non-Hindi_C10|30
15|जो व्यक्ति ईर्ष्यालु होता है, उसमें किस चीज की कमी होती है?|धन की|बल की|सृजनात्मकता और संतोष की|ज्ञान की|सृजनात्मकता और संतोष की|Non-Hindi_C10|30
16|'चिंता को लोग चिता कहते हैं' - यह कथन किसका हो सकता है?|एक ईर्ष्यालु व्यक्ति का|एक चिंतक का|एक सुखी व्यक्ति का|एक डॉक्टर का|एक चिंतक का|Non-Hindi_C10|30
17|ईर्ष्यालु व्यक्ति का चरित्र कैसा हो जाता है?|उन्नत|पवित्र|कुंठित और खराब|मजबूत|कुंठित और खराब|Non-Hindi_C10|30
18|मनुष्य आमतौर पर किससे ईर्ष्या करता है?|अपने से बहुत बड़ों से|अपने से बहुत छोटों से|अपने बराबर वालों या पड़ोसियों से|जानवरों से|अपने बराबर वालों या पड़ोसियों से|Non-Hindi_C10|30
19|लेखक के अनुसार, निंदा का उद्देश्य क्या होता है?|सच बताना|समाज सुधार|जिसकी निंदा हो रही है उसे गिराना|समय बिताना|जिसकी निंदा हो रही है उसे गिराना|Non-Hindi_C10|30
20|'दिनकर' जी का जन्म किस राज्य में हुआ था?|उत्तर प्रदेश|मध्य प्रदेश|बिहार|राजस्थान|बिहार|Non-Hindi_C10|30
21|ईर्ष्या का संबंध किससे होता है?|प्रेम से|दया से|द्वेष से|करुणा से|द्वेष से|Non-Hindi_C10|30
22|'दाह' शब्द का क्या अर्थ है?|ठंडक|जलन|खुशी|शांति|जलन|Non-Hindi_C10|30
23|ईर्ष्यालु व्यक्ति के लिए सबसे बड़ा पुरस्कार क्या है?|धन की प्राप्ति|अपना सुख|दूसरों का दुःख|सम्मान|दूसरों का दुःख|Non-Hindi_C10|30
24|लेखक के अनुसार, कौन-सा भाव मनुष्य को नैतिक रूप से गिराता है?|प्रेम|करुणा|ईर्ष्या|दया|ईर्ष्या|Non-Hindi_C10|30
25|'उन्नति' का विलोम शब्द क्या है?|प्रगति|विकास|अवनति|ऊँचाई|अवनति|Non-Hindi_C10|30
26|पाठ के अनुसार, अभावग्रस्त व्यक्ति क्या नहीं होता?|दुखी|चिंतित|ईर्ष्यालु|संतुष्ट|ईर्ष्यालु|Non-Hindi_C10|30
27|ईर्ष्या से ग्रस्त व्यक्ति क्या नहीं कर सकता?|दूसरों की प्रशंसा|दूसरों की निंदा|दूसरों से तुलना|चिंता|दूसरों की प्रशंसा|Non-Hindi_C10|30
28|वकील साहब को ईश्वर ने सब कुछ दिया था, सिवाय किसके?|धन के|परिवार के|संतोष और दूसरों की खुशी देखने के|घर के|संतोष और दूसरों की खुशी देखने के|Non-Hindi_C10|30
29|मनुष्य की मौलिक प्रवृत्तियों में से एक क्या है?|दया|प्रेम|ईर्ष्या|क्षमा|ईर्ष्या|Non-Hindi_C10|30
30|ईर्ष्यालु व्यक्ति दूसरों में क्या ढूँढ़ता है?|गुण|अच्छाई|दोष और कमियाँ|मित्रता|दोष और कमियाँ|Non-Hindi_C10|30
31|जो व्यक्ति दूसरों की निंदा करता है, उसे लोग क्या समझते हैं?|ईमानदार|सच्चा|असंतुलित और ओछा|बुद्धिमान|असंतुलित और ओछा|Non-Hindi_C10|30
32|'मनोग्रसित' का क्या अर्थ है?|मन से खुश|मन में बैठा हुआ|मन से मुक्त|मन का राजा|मन में बैठा हुआ|Non-Hindi_C10|30
33|इस निबंध का मुख्य उद्देश्य क्या है?|ईर्ष्या की प्रशंसा करना|ईर्ष्या के दुष्प्रभावों से अवगत कराना|वकील की कहानी सुनाना|नीत्शे का परिचय देना|ईर्ष्या के दुष्प्रभावों से अवगत कराना|Non-Hindi_C10|30
34|ईर्ष्यालु व्यक्ति को देखकर लेखक को क्या आती है?|क्रोध|घृणा|हँसी|दया|दया|Non-Hindi_C10|30
35|कौन-सा भाव मनुष्य को अपने अभावों की याद दिलाता है?|प्रेम|संतोष|ईर्ष्या|करुणा|ईर्ष्या|Non-Hindi_C10|30
36|'सद्गुण' का संधि-विच्छेद क्या है?|सद् + गुण|सत् + गुण|सदा + गुण|स + सद्गुण|सत् + गुण|Non-Hindi_C10|30
37|किसके मारे व्यक्ति अपनी उन्नति के लिए प्रयास करना छोड़ देता है?|चिंता के मारे|ईर्ष्या के मारे|खुशी के मारे|आलस्य के मारे|ईर्ष्या के मारे|Non-Hindi_C10|30
38|लेखक के अनुसार, बाजार की मक्खियों को छोड़कर हमें कहाँ रहना चाहिए?|घर में|जंगल में|एकांत में|समाज में|एकांत में|Non-Hindi_C10|30
39|ईर्ष्यालु व्यक्ति का जीवन कैसा होता है?|सुखमय|शांतिपूर्ण|विष से भरा हुआ|आनंदमय|विष से भरा हुआ|Non-Hindi_C10|30
40|यह निबंध किस शैली में लिखा गया है?|व्यंग्यात्मक|हास्यपूर्ण|विचारात्मक और विश्लेषणात्मक|वर्णनात्मक|विचारात्मक और विश्लेषणात्मक|Non-Hindi_C10|30
41|'अपयश' का क्या अर्थ है?|प्रसिद्धि|बदनामी|सम्मान|धन|बदनामी|Non-Hindi_C10|30
42|ईर्ष्या का सकारात्मक पक्ष क्या हो सकता है?|निंदा|घृणा|प्रतिस्पर्द्धा|विनाश|प्रतिस्पर्द्धा|Non-Hindi_C10|30
43|लेखक के अनुसार, मनुष्य अपनी तुलना किससे करता है?|जानवरों से|पेड़-पौधों से|अपने पड़ोसियों और साथियों से|अमीरों से|अपने पड़ोसियों और साथियों से|Non-Hindi_C10|30
44|ईर्ष्या को मन से निकालने के लिए क्या आवश्यक है?|दूसरों से न मिलना|अपनी कमियों को पहचानना|अपने अंदर की अच्छाइयों को देखना|झगड़ा करना|अपने अंदर की अच्छाइयों को देखना|Non-Hindi_C10|30
45|'निराशा' का विलोम क्या है?|उदास|दुखी|आशा|खुशी|आशा|Non-Hindi_C10|30
46|वकील साहब की बगल में कौन रहता था?|एक डॉक्टर|एक शिक्षक|एक बीमा एजेंट|एक दुकानदार|एक बीमा एजेंट|Non-Hindi_C10|30
47|रामधारी सिंह 'दिनकर' को किस उपाधि से विभूषित किया गया?|लोकनायक|राष्ट्रकवि|गुरुदेव|महात्मा|राष्ट्रकवि|Non-Hindi_C10|30
48|पाठ के अनुसार, सबसे अच्छी चीज क्या है?|धन-दौलत|सुंदरता|हृदय की पवित्रता और संतोष|शक्ति|हृदय की पवित्रता और संतोष|Non-Hindi_C10|30
49|ईर्ष्या की आग में सबसे पहले कौन जलता है?|समाज|पड़ोसी|ईर्ष्या करने वाला|जिससे ईर्ष्या की जाती है|ईर्ष्या करने वाला|Non-Hindi_C10|30
50|इस निबंध से क्या शिक्षा मिलती है?|हमें ईर्ष्यालु होना चाहिए|हमें दूसरों से तुलना करनी चाहिए|हमें ईर्ष्या जैसे नकारात्मक भाव से बचना चाहिए|हमें निंदा करनी चाहिए|हमें ईर्ष्या जैसे नकारात्मक भाव से बचना चाहिए|Non-Hindi_C10|30
