id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'दिनबंधु निराला' पाठ में 'निराला' जी का पूरा नाम क्या है?|जयशंकर प्रसाद 'निराला'|रामधारी सिंह 'निराला'|सूर्यकांत त्रिपाठी 'निराला'|सुमित्रानंदन पंत 'निराला'|सूर्यकांत त्रिपाठी 'निराला'|Non-Hindi_C15|30
2|'दिनबंधु' का क्या अर्थ होता है?|अमीरों का मित्र|दीनों (गरीबों) का बंधु|देश का बंधु|साहित्य का बंधु|दीनों (गरीबों) का बंधु|Non-Hindi_C15|30
3|'निराला' जी को 'दिनबंधु' क्यों कहा जाता था?|वे बहुत धनी थे|वे गरीबों की मदद करते थे|वे एक राजा थे|वे एक प्रसिद्ध व्यापारी थे|वे गरीबों की मदद करते थे|Non-Hindi_C15|30
4|यह पाठ साहित्य की कौन-सी विधा है?|कहानी|कविता|जीवनी/निबंध|एकांकी|जीवनी/निबंध|Non-Hindi_C15|30
5|निराला जी के चरित्र की सबसे बड़ी विशेषता क्या थी?|धन का संग्रह|अत्यधिक परोपकार और दानशीलता|स्वार्थ|घमंड|अत्यधिक परोपकार और दानशीलता|Non-Hindi_C15|30
6|निराला जी किससे प्रेरित थे?|महात्मा गांधी|विवेकानंद|जवाहरलाल नेहरू|सरदार पटेल|विवेकानंद|Non-Hindi_C15|30
7|कौन-सी संस्था निराला जी को नियमित रूप से आर्थिक सहायता पहुँचाती थी?|साहित्य अकादमी|रामकृष्ण मिशन|भारत सरकार|बिड़ला फाउंडेशन|रामकृष्ण मिशन|Non-Hindi_C15|30
8|निराला जी अपने पास आए धन का क्या करते थे?|बैंक में जमा करते थे|सोना खरीदते थे|जरूरतमंदों में बाँट देते थे|किताबें खरीदते थे|जरूरतमंदों में बाँट देते थे|Non-Hindi_C15|30
9|पाठ के अनुसार, निराला जी कैसे व्यक्ति थे?|कंजूस|स्वार्थी|अक्खड़ और मस्तमौला|डरपोक|अक्खड़ और मस्तमौला|Non-Hindi_C15|30
10|निराला जी को 'आधुनिक कबीर' किसने कहा है?|महादेवी वर्मा ने|रामचंद्र शुक्ल ने|रामवृक्ष बेनीपुरी ने|आचार्य शिवपूजन सहाय ने|रामचंद्र शुक्ल ने|Non-Hindi_C15|30
11|एक बार निराला जी ने अपने मित्र को देने के लिए किससे रुपये उधार लिए थे?|एक प्रकाशक से|एक अमीर दोस्त से|एक रिक्शेवाले से|एक दुकानदार से|एक रिक्शेवाले से|Non-Hindi_C15|30
12|'परिमल' क्या है?|एक उपन्यास|निराला जी का काव्य-संग्रह|एक पत्रिका|एक नाटक|निराला जी का काव्य-संग्रह|Non-Hindi_C15|30
13|निराला जी कलकत्ता क्यों प्रसिद्ध थे?|अपनी अमीरी के लिए|अपनी कविताओं के लिए|अपने मुक्त स्वभाव के लिए|अपनी कंजूसी के लिए|अपने मुक्त स्वभाव के लिए|Non-Hindi_C15|30
14|पाठ में किस शहर का उल्लेख है जहाँ निराला जी अक्सर रहते थे?|दिल्ली|मुंबई|कलकत्ता (कोलकाता)|चेन्नई|कलकत्ता (कोलकाता)|Non-Hindi_C15|30
15|निराला जी अक्सर किन लोगों की मदद करते थे?|केवल कवियों की|केवल अमीरों की|दीन-दुखियों और छात्रों की|केवल अपने रिश्तेदारों की|दीन-दुखियों और छात्रों की|Non-Hindi_C15|30
16|एक बार जाड़े के दिनों में निराला जी ने अपना कोट किसे दे दिया था?|एक भिखारी को|एक बच्चे को|एक मित्र को|एक सड़क पर काँपते हुए व्यक्ति को|एक सड़क पर काँपते हुए व्यक्ति को|Non-Hindi_C15|30
17|'जो रहीम दीनहिं लखै, दीनबंधु सम होय' - यह उक्ति किस पर चरितार्थ होती है?|कबीर पर|रहीम पर|निराला पर|तुलसीदास पर|निराला पर|Non-Hindi_C15|30
18|निराला जी का स्वभाव कैसा था?|सरल और त्यागमय|जटिल और लोभी|क्रोधी और ईर्ष्यालु|डरपोक और चापलूस|सरल और त्यागमय|Non-Hindi_C15|30
19|रामकृष्ण मिशन किस महापुरुष के नाम पर है?|रामकृष्ण परमहंस|राजा राममोहन राय|रामकृष्ण देव|स्वामी रामतीर्थ|रामकृष्ण परमहंस|Non-Hindi_C15|30
20|निराला जी को अपनी बेटी की शिक्षा के लिए मिले पैसे का उन्होंने क्या किया?|बेटी के लिए जमा किए|एक गरीब छात्रा की फीस भर दी|अपने लिए कपड़े खरीदे|एक दावत का आयोजन किया|एक गरीब छात्रा की फीस भर दी|Non-Hindi_C15|30
21|'कल्पतरु' किसे कहा गया है?|आम के पेड़ को|एक धनी व्यक्ति को|इच्छा पूरी करने वाले देववृक्ष को|निराला जी को|इच्छा पूरी करने वाले देववृक्ष को|Non-Hindi_C15|30
22|निराला जी को भोजन कराने वाले व्यक्ति को अंत में क्या करना पड़ता था?|पैसे उधार लेने पड़ते थे|निराला जी से पैसे लेने पड़ते थे|निराला जी के लिए भी भोजन ले जाना पड़ता था|स्वयं भूखा रहना पड़ता था|निराला जी के लिए भी भोजन ले जाना पड़ता था|Non-Hindi_C15|30
23|'अभावग्रस्त' शब्द का क्या अर्थ है?|धनवान|जिसके पास अभाव हो (कमी हो)|स्वस्थ|ज्ञानी|जिसके पास अभाव हो (कमी हो)|Non-Hindi_C15|30
24|निराला जी को मित्रों से पैसे उधार क्यों लेने पड़ते थे?|वे फिजूलखर्ची थे|वे अपना सारा पैसा दान कर देते थे|उनकी आमदनी कम थी|उन्हें व्यापार में घाटा हुआ था|वे अपना सारा पैसा दान कर देते थे|Non-Hindi_C15|30
25|'स्वर्गीय' विशेषण किसके नाम के आगे लगता है?|जीवित व्यक्ति के|मृत व्यक्ति के|महान व्यक्ति के|धनी व्यक्ति के|मृत व्यक्ति के|Non-Hindi_C15|30
