id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'जननायक' की उपाधि किसे दी गई है?|लालू प्रसाद यादव|जयप्रकाश नारायण|कर्पूरी ठाकुर|नीतीश कुमार|कर्पूरी ठाकुर|Non-Hindi_C18|30
2|कर्पूरी ठाकुर का जन्म कब हुआ था?|24 जनवरी 1921|15 अगस्त 1947|26 जनवरी 1950|2 अक्टूबर 1869|24 जनवरी 1921|Non-Hindi_C18|30
3|कर्पूरी ठाकुर का जन्म बिहार के किस जिले में हुआ था?|पटना|दरभंगा|समस्तीपुर|मुजफ्फरपुर|समस्तीपुर|Non-Hindi_C18|30
4|कर्पूरी ठाकुर के गाँव का नाम क्या था?|पितौंझिया|अमौसी|डेउस्कर|आनंदपुर|पितौंझिया|Non-Hindi_C18|30
5|कर्पूरी ठाकुर के पिताजी का नाम क्या था?|श्री रामनाथ ठाकुर|श्री गोकुल ठाकुर|श्री भोलानाथ ठाकुर|श्री दीनानाथ ठाकुर|श्री गोकुल ठाकुर|Non-Hindi_C18|30
6|कर्पूरी ठाकुर की माताजी का नाम क्या था?|श्रीमती रामदुलारी देवी|श्रीमती सीता देवी|श्रीमती पार्वती देवी|श्रीमती गायत्री देवी|श्रीमती रामदुलारी देवी|Non-Hindi_C18|30
7|कर्पूरी ठाकुर ने मैट्रिक की परीक्षा किस श्रेणी में उत्तीर्ण की थी?|प्रथम श्रेणी|द्वितीय श्रेणी|तृतीय श्रेणी|वे फेल हो गए थे|द्वितीय श्रेणी|Non-Hindi_C18|30
8|कर्पूरी ठाकुर ने कॉलेज की पढ़ाई कहाँ से की थी?|पटना कॉलेज, पटना|लंगत सिंह कॉलेज, मुजफ्फरपुर|चंद्रधारी मिथिला कॉलेज, दरभंगा|मारवाड़ी कॉलेज, भागलपुर|चंद्रधारी मिथिला कॉलेज, दरभंगा|Non-Hindi_C18|30
9|कर्पूरी ठाकुर ने किस आंदोलन में सक्रिय रूप से भाग लिया था?|असहयोग आंदोलन|सविनय अवज्ञा आंदोलन|भारत छोड़ो आंदोलन|चंपारण सत्याग्रह|भारत छोड़ो आंदोलन|Non-Hindi_C18|30
10|भारत छोड़ो आंदोलन के दौरान कर्पूरी ठाकुर को किस जेल में रखा गया था?|बांकीपुर जेल|हजारीबाग जेल|दरभंगा जेल|भागलपुर सेंट्रल जेल|दरभंगा जेल|Non-Hindi_C18|30
11|कर्पूरी ठाकुर पहली बार विधायक कब बने थे?|1947 में|1950 में|1952 में|1962 में|1952 में|Non-Hindi_C18|30
