id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'हुंडरू का जलप्रपात' पाठ की विधा क्या है?|कहानी|निबंध|यात्रा-वृत्तांत|रेखाचित्र|यात्रा-वृत्तांत|Non-Hindi_C5|30
2|हुंडरू का जलप्रपात किस राज्य में है?|बिहार|उड़ीसा|पश्चिम बंगाल|झारखंड|झारखंड|Non-Hindi_C5|30
3|छोटानागपुर को किसका टुकड़ा कहा गया है?|स्वर्ग का|नर्क का|धरती का|पहाड़ का|स्वर्ग का|Non-Hindi_C5|30
4|हुंडरू का जलप्रपात किस नदी पर है?|स्वर्णरेखा|कोयल|दामोदर|गंगा|स्वर्णरेखा|Non-Hindi_C5|30
5|रांची से हुंडरू की दूरी कितनी है?|17 मील|27 मील|37 मील|47 मील|27 मील|Non-Hindi_C5|30
6|हुंडरू जलप्रपात की ऊँचाई कितनी है?|243 फुट|343 फुट|443 फुट|143 फुट|243 फुट|Non-Hindi_C5|30
7|'हुंडरू का जलप्रपात' के लेखक कौन हैं?|रामवृक्ष बेनीपुरी|प्रेमचंद|कामता प्रसाद सिंह 'काम'|शिवपूजन सहाय|कामता प्रसाद सिंह 'काम'|Non-Hindi_C5|30
8|स्वर्णरेखा नदी कहाँ से निकलती है?|रांची|धनबाद|छोटानागपुर|हजारीबाग|छोटानागपुर|Non-Hindi_C5|30
9|लेखक के अनुसार, हुंडरू का पानी कैसा प्रतीत होता है?|साँप की तरह चक्कर काटता है|शेर की तरह गरजता है|मोर की तरह नाचता है|हिरण की तरह छलाँग भरता है|साँप की तरह चक्कर काटता है|Non-Hindi_C5|30
10|प्रपात के पास वातावरण कैसा था?|बहुत गर्म|बहुत ठंडा|भयानक और डरावना|पवित्रता और शांतिपूर्ण|पवित्रता और शांतिपूर्ण|Non-Hindi_C5|30
11|लेखक ने हुंडरू को किसके समान बताया है?|देवलोक|इंद्रलोक|शिवलोक|विष्णुलोक|देवलोक|Non-Hindi_C5|30
