id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'राष्ट्रीय अर्थव्यवस्था की जीवन रेखाएँ' (Lifelines of National Economy) किसे कहा जाता है?|केवल कृषि|परिवहन और संचार के साधन|विनिर्माण उद्योग|केवल सेवा क्षेत्र|परिवहन और संचार के साधन|Geography_C7|30
2|परिवहन के कितने प्रमुख साधन हैं?|दो (सड़क और रेल)|तीन (सड़क, रेल, जल)|चार (सड़क, रेल, जल, वायु)|पाँच|चार (सड़क, रेल, जल, वायु)|Geography_C7|30
3|भारत में सड़क परिवहन का सबसे महत्वपूर्ण लाभ क्या है?|तेज गति|कम लागत|घर-घर सेवा (Door to door service) उपलब्ध कराना|अंतर्राष्ट्रीय व्यापार में आसानी|घर-घर सेवा (Door to door service) उपलब्ध कराना|Geography_C7|30
4|भारत में सड़कों को कितने वर्गों में वर्गीकृत किया गया है?|चार|पाँच|छह|सात|छह|Geography_C7|30
5|'स्वर्णिम चतुर्भुज महामार्ग' (Golden Quadrilateral Super Highway) का मुख्य उद्देश्य क्या है?|विदेशी व्यापार को बढ़ावा देना|भारत के चार महानगरों को जोड़ना|छोटे शहरों को जोड़ना|रेलवे नेटवर्क का विस्तार करना|भारत के चार महानगरों को जोड़ना|Geography_C7|30
6|स्वर्णिम चतुर्भुज महामार्ग किन चार महानगरों को जोड़ता है?|दिल्ली, मुंबई, चेन्नई, कोलकाता|दिल्ली, जयपुर, अहमदाबाद, लखनऊ|चेन्नई, बेंगलुरु, हैदराबाद, पुणे|कोलकाता, भुवनेश्वर, पटना, गुवाहाटी|दिल्ली, मुंबई, चेन्नई, कोलकाता|Geography_C7|30
7|राष्ट्रीय राजमार्गों (National Highways) के निर्माण और रखरखाव की जिम्मेदारी किसकी होती है?|राज्य सरकार|केंद्रीय लोक निर्माण विभाग (CPWD)|जिला परिषद|स्थानीय निकाय|केंद्रीय लोक निर्माण विभाग (CPWD)|Geography_C7|30
8|सबसे लम्बा राष्ट्रीय राजमार्ग (NH 44) किन दो शहरों को जोड़ता है?|दिल्ली और मुंबई|श्रीनगर और कन्याकुमारी|कोलकाता और चेन्नई|मुंबई और चेन्नई|श्रीनगर और कन्याकुमारी|Geography_C7|30
9|राज्य राजमार्गों (State Highways) के निर्माण और रखरखाव की जिम्मेदारी किसकी होती है?|CPWD|राज्य लोक निर्माण विभाग (PWD)|NHAI|जिला परिषद|राज्य लोक निर्माण विभाग (PWD)|Geography_C7|30
10|ग्रामीण क्षेत्रों को शहरों से जोड़ने वाली सड़कें कहलाती हैं?|राष्ट्रीय राजमार्ग|राज्य राजमार्ग|जिला सड़कें|ग्रामीण सड़कें|ग्रामीण सड़कें|Geography_C7|30
11|सीमांत सड़कें (Border Roads) कौन-सी एजेंसी बनाती और उनका रखरखाव करती है?|CPWD|भारतीय राष्ट्रीय राजमार्ग प्राधिकरण (NHAI)|सीमा सड़क संगठन (BRO)|राज्य PWD|सीमा सड़क संगठन (BRO)|Geography_C7|30
12|भारत में रेल परिवहन का सबसे महत्वपूर्ण लाभ क्या है?|लंबी दूरी की यात्रा और माल परिवहन|घर-घर सेवा|सबसे तेज गति|पहाड़ी क्षेत्रों में आसानी|लंबी दूरी की यात्रा और माल परिवहन|Geography_C7|30
13|भारत में रेलवे को कितने जोनों (Zones) में बाँटा गया है?|15|16|17|18|18|Geography_C7|30
14|भारतीय रेल किन क्षेत्रों में संकीर्ण गेज (Narrow Gauge) का उपयोग करती है?|उत्तरी मैदान|पठारी क्षेत्र|पहाड़ी और पर्वतीय क्षेत्र|तटीय क्षेत्र|पहाड़ी और पर्वतीय क्षेत्र|Geography_C7|30
15|निम्न में से कौन-सा रेल परिवहन के समक्ष एक चुनौती है?|पटरियों का खराब रखरखाव|कच्चे माल की कमी|नदी पार करने में कठिनाई|बिना टिकट यात्रा और चोरी|बिना टिकट यात्रा और चोरी|Geography_C7|30
16|भारत में सबसे सस्ता परिवहन साधन कौन-सा है?|सड़क परिवहन|रेल परिवहन|जल परिवहन|वायु परिवहन|जल परिवहन|Geography_C7|30
17|भारत में कितने राष्ट्रीय जलमार्ग (National Waterways) घोषित किए गए हैं?|दो|चार|पाँच|दस|पाँच|Geography_C7|30
18|राष्ट्रीय जलमार्ग संख्या 1 (NW-1) किस नदी पर है और किन स्थानों को जोड़ता है?|ब्रह्मपुत्र नदी, सदिया-धुबरी|गंगा नदी, हल्दिया-इलाहाबाद|कृष्णा नदी, काकीनाडा-पुडुचेरी|गोदावरी नदी, कोट्टापुरम-कोल्लम|गंगा नदी, हल्दिया-इलाहाबाद|Geography_C7|30
19|राष्ट्रीय जलमार्ग संख्या 2 (NW-2) किस नदी पर स्थित है?|गंगा|ब्रह्मपुत्र|गोदावरी|कावेरी|ब्रह्मपुत्र|Geography_C7|30
20|भारत में सबसे तेज और सबसे आरामदायक परिवहन का साधन कौन-सा है?|रेल परिवहन|सड़क परिवहन|वायु परिवहन|जल परिवहन|वायु परिवहन|Geography_C7|30
21|भारत में वायु परिवहन का राष्ट्रीयकरण (Nationalization) कब किया गया था?|1947|1953|1960|1970|1953|Geography_C7|30
