id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'विकास' (Development) का मुख्य लक्ष्य क्या होता है?|केवल आर्थिक विकास|समग्र सुधार, बेहतर जीवन और लोगों की इच्छाओं की पूर्ति|केवल सैन्य शक्ति बढ़ाना|उच्च स्तर का प्रदूषण|समग्र सुधार, बेहतर जीवन और लोगों की इच्छाओं की पूर्ति|Economics_C1|30
2|अलग-अलग लोगों के लिए विकास के लक्ष्य कैसे होते हैं?|हमेशा समान|अलग और कभी-कभी परस्पर विरोधी|केवल अमीर लोगों के लिए समान|केवल गरीब लोगों के लिए समान|अलग और कभी-कभी परस्पर विरोधी|Economics_C1|30
3|'राष्ट्रीय विकास' (National Development) का क्या अर्थ है?|केवल एक क्षेत्र का विकास|सभी क्षेत्रों में सुधार और सभी नागरिकों के जीवन स्तर को ऊपर उठाना|केवल सरकार की आय में वृद्धि|एक ही धर्म को बढ़ावा देना|सभी क्षेत्रों में सुधार और सभी नागरिकों के जीवन स्तर को ऊपर उठाना|Economics_C1|30
4|देशों की तुलना करने के लिए सबसे महत्वपूर्ण मापदंड (Criterion) क्या है?|जनसंख्या|प्रति व्यक्ति आय (Per Capita Income)|सैन्य शक्ति|धार्मिक एकता|प्रति व्यक्ति आय (Per Capita Income)|Economics_C1|30
5|'प्रति व्यक्ति आय' (Per Capita Income) की गणना कैसे की जाती है?|कुल आय / कुल जनसंख्या|कुल जनसंख्या / कुल आय|कुल आय * कुल जनसंख्या|केवल सकल घरेलू उत्पाद (GDP)|कुल आय / कुल जनसंख्या|Economics_C1|30
6|विश्व बैंक (World Bank) देशों को वर्गीकृत करने के लिए किस मापदंड का उपयोग करता है?|शिक्षा का स्तर|प्रति व्यक्ति आय|जन्म दर|सैन्य व्यय|प्रति व्यक्ति आय|Economics_C1|30
7|विश्व बैंक के अनुसार, 'समृद्ध देश' (Rich Countries) वे हैं जिनकी प्रति व्यक्ति आय (2017) कितनी थी?|US $12,056 प्रति वर्ष या उससे अधिक|US $10,000 प्रति वर्ष|US $5,000 प्रति वर्ष|US $995 प्रति वर्ष या उससे कम|US $12,056 प्रति वर्ष या उससे अधिक|Economics_C1|30
8|विश्व बैंक के अनुसार, 'कम आय वाले देश' (Low-Income Countries) वे हैं जिनकी प्रति व्यक्ति आय (2017) कितनी थी?|US $12,056 प्रति वर्ष या उससे अधिक|US $10,000 प्रति वर्ष|US $5,000 प्रति वर्ष|US $995 प्रति वर्ष या उससे कम|US $995 प्रति वर्ष या उससे कम|Economics_C1|30
9|निम्न में से कौन-सा आय के अलावा विकास का एक गैर-आर्थिक मापदंड है?|साक्षरता दर (Literacy Rate)|GDP|पूंजी निवेश|विदेशी व्यापार|साक्षरता दर (Literacy Rate)|Economics_C1|30
10|'शिशु मृत्यु दर' (Infant Mortality Rate) क्या है?|प्रति 1000 जीवित शिशुओं पर एक वर्ष की आयु से पहले मरने वाले बच्चों की संख्या|प्रति 1000 व्यक्तियों पर मरने वाले लोगों की संख्या|जन्म लेने वाले शिशुओं की कुल संख्या|केवल लड़कियों की मृत्यु दर|प्रति 1000 जीवित शिशुओं पर एक वर्ष की आयु से पहले मरने वाले बच्चों की संख्या|Economics_C1|30
